uN:0,uN:1,uN:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
-2.49112e-07,-5.96111e-06,-4.27668e-08,1,0.012825,0.017825,0,0.0075,285
-2.48723e-07,-5.9616e-06,-4.26408e-08,1,0.01287,0.01787,0,0.0075,286
-2.48334e-07,-5.9621e-06,-4.25147e-08,1,0.012915,0.017915,0,0.0075,287
-2.47945e-07,-5.96259e-06,-4.23888e-08,1,0.01296,0.01796,0,0.0075,288
-2.47556e-07,-5.96308e-06,-4.22628e-08,1,0.013005,0.018005,0,0.0075,289
-2.47167e-07,-5.96357e-06,-4.21368e-08,1,0.01305,0.01805,0,0.0075,290
-2.46778e-07,-5.96406e-06,-4.20108e-08,1,0.013095,0.018095,0,0.0075,291
-2.4639e-07,-5.96455e-06,-4.18848e-08,1,0.01314,0.01814,0,0.0075,292
-2.46001e-07,-5.96504e-06,-4.17588e-08,1,0.013185,0.018185,0,0.0075,293
-2.45612e-07,-5.96553e-06,-4.16328e-08,1,0.01323,0.01823,0,0.0075,294
-2.45223e-07,-5.96603e-06,-4.15068e-08,1,0.013275,0.018275,0,0.0075,295
-2.44834e-07,-5.96652e-06,-4.13808e-08,1,0.01332,0.01832,0,0.0075,296
-2.44445e-07,-5.96701e-06,-4.12548e-08,1,0.013365,0.018365,0,0.0075,297
-2.44056e-07,-5.9675e-06,-4.11288e-08,1,0.01341,0.01841,0,0.0075,298
-2.43667e-07,-5.96799e-06,-4.10028e-08,1,0.013455,0.018455,0,0.0075,299
-2.43278e-07,-5.96848e-06,-4.08768e-08,1,0.0135,0.0185,0,0.0075,300
-2.42889e-07,-5.96897e-06,-4.07508e-08,1,0.013545,0.018545,0,0.0075,301
-2.425e-07,-5.96946e-06,-4.06248e-08,1,0.01359,0.01859,0,0.0075,302
-2.42111e-07,-5.96996e-06,-4.04988e-08,1,0.013635,0.018635,0,0.0075,303
-2.41722e-07,-5.97045e-06,-4.03728e-08,1,0.01368,0.01868,0,0.0075,304
-2.41333e-07,-5.97094e-06,-4.02468e-08,1,0.013725,0.018725,0,0.0075,305
-2.40944e-07,-5.97143e-06,-4.01208e-08,1,0.01377,0.01877,0,0.0075,306
-2.40555e-07,-5.97192e-06,-3.99948e-08,1,0.013815,0.018815,0,0.0075,307
-2.40166e-07,-5.97241e-06,-3.98688e-08,1,0.01386,0.01886,0,0.0075,308
-2.39777e-07,-5.9729e-06,-3.97428e-08,1,0.013905,0.018905,0,0.0075,309
-2.39388e-07,-5.97339e-06,-3.96168e-08,1,0.01395,0.01895,0,0.0075,310
-2.38999e-07,-5.97388e-06,-3.94908e-08,1,0.013995,0.018995,0,0.0075,311
-2.3861e-07,-5.97438e-06,-3.93648e-08,1,0.01404,0.01904,0,0.0075,312
-2.38222e-07,-5.97487e-06,-3.92388e-08,1,0.014085,0.019085,0,0.0075,313
-2.37833e-07,-5.97536e-06,-3.91128e-08,1,0.01413,0.01913,0,0.0075,314
-2.37444e-07,-5.97585e-06,-3.89868e-08,1,0.014175,0.019175,0,0.0075,315
-2.37055e-07,-5.97634e-06,-3.88608e-08,1,0.01422,0.01922,0,0.0075,316
-2.36666e-07,-5.97683e-06,-3.87348e-08,1,0.014265,0.019265,0,0.0075,317
-2.36277e-07,-5.97732e-06,-3.86088e-08,1,0.01431,0.01931,0,0.0075,318
-2.35888e-07,-5.97781e-06,-3.84828e-08,1,0.014355,0.019355,0,0.0075,319
-2.35499e-07,-5.97831e-06,-3.83568e-08,1,0.0144,0.0194,0,0.0075,320
-2.3511e-07,-5.9788e-06,-3.82308e-08,1,0.014445,0.019445,0,0.0075,321
-2.34721e-07,-5.97929e-06,-3.81048e-08,1,0.01449,0.01949,0,0.0075,322
-2.34332e-07,-5.97978e-06,-3.79788e-08,1,0.014535,0.019535,0,0.0075,323
-2.33943e-07,-5.98027e-06,-3.78528e-08,1,0.01458,0.01958,0,0.0075,324
-2.33554e-07,-5.98076e-06,-3.77268e-08,1,0.014625,0.019625,0,0.0075,325
-2.33165e-07,-5.98125e-06,-3.76008e-08,1,0.01467,0.01967,0,0.0075,326
-2.32776e-07,-5.98174e-06,-3.74748e-08,1,0.014715,0.019715,0,0.0075,327
-2.32387e-07,-5.98224e-06,-3.73488e-08,1,0.01476,0.01976,0,0.0075,328
-2.31998e-07,-5.98273e-06,-3.72228e-08,1,0.014805,0.019805,0,0.0075,329
-2.31609e-07,-5.98322e-06,-3.70968e-08,1,0.01485,0.01985,0,0.0075,330
-2.3122e-07,-5.98371e-06,-3.69708e-08,1,0.014895,0.019895,0,0.0075,331
-2.30831e-07,-5.9842e-06,-3.68448e-08,1,0.01494,0.01994,0,0.0075,332
-2.30442e-07,-5.98469e-06,-3.67188e-08,1,0.014985,0.019985,0,0.0075,333
-2.30053e-07,-5.98518e-06,-3.65928e-08,1,0.01503,0.02003,0,0.0075,334
-2.29665e-07,-5.98567e-06,-3.64668e-08,1,0.015075,0.020075,0,0.0075,335
-2.29276e-07,-5.98616e-06,-3.63408e-08,1,0.01512,0.02012,0,0.0075,336
-2.28887e-07,-5.98666e-06,-3.62148e-08,1,0.015165,0.020165,0,0.0075,337
-2.28498e-07,-5.98715e-06,-3.60888e-08,1,0.01521,0.02021,0,0.0075,338
-2.28109e-07,-5.98764e-06,-3.59628e-08,1,0.015255,0.020255,0,0.0075,339
-2.2772e-07,-5.98813e-06,-3.58368e-08,1,0.0153,0.0203,0,0.0075,340
-2.27331e-07,-5.98862e-06,-3.57109e-08,1,0.015345,0.020345,0,0.0075,341
-2.26942e-07,-5.98911e-06,-3.55849e-08,1,0.01539,0.02039,0,0.0075,342
-2.26553e-07,-5.9896e-06,-3.54589e-08,1,0.015435,0.020435,0,0.0075,343
-2.26164e-07,-5.99009e-06,-3.53329e-08,1,0.01548,0.02048,0,0.0075,344
-2.25775e-07,-5.99059e-06,-3.52069e-08,1,0.015525,0.020525,0,0.0075,345
-2.25386e-07,-5.99108e-06,-3.50809e-08,1,0.01557,0.02057,0,0.0075,346
-2.24997e-07,-5.99157e-06,-3.49549e-08,1,0.015615,0.020615,0,0.0075,347
-2.24608e-07,-5.99206e-06,-3.48289e-08,1,0.01566,0.02066,0,0.0075,348
-2.24219e-07,-5.99255e-06,-3.47029e-08,1,0.015705,0.020705,0,0.0075,349
-2.2383e-07,-5.99304e-06,-3.45769e-08,1,0.01575,0.02075,0,0.0075,350
-2.23441e-07,-5.99353e-06,-3.44509e-08,1,0.015795,0.020795,0,0.0075,351
-2.23052e-07,-5.99402e-06,-3.43249e-08,1,0.01584,0.02084,0,0.0075,352
-2.22663e-07,-5.99452e-06,-3.41989e-08,1,0.015885,0.020885,0,0.0075,353
-2.22274e-07,-5.99501e-06,-3.40729e-08,1,0.01593,0.02093,0,0.0075,354
-2.21885e-07,-5.9955e-06,-3.39469e-08,1,0.015975,0.020975,0,0.0075,355
-2.21496e-07,-5.99599e-06,-3.38209e-08,1,0.01602,0.02102,0,0.0075,356
-2.21108e-07,-5.99648e-06,-3.36949e-08,1,0.016065,0.021065,0,0.0075,357
-2.20719e-07,-5.99697e-06,-3.35689e-08,1,0.01611,0.02111,0,0.0075,358
-2.2033e-07,-5.99746e-06,-3.34429e-08,1,0.016155,0.021155,0,0.0075,359
-2.19941e-07,-5.99795e-06,-3.33169e-08,1,0.0162,0.0212,0,0.0075,360
-2.19552e-07,-5.99844e-06,-3.31909e-08,1,0.016245,0.021245,0,0.0075,361
-2.19163e-07,-5.99894e-06,-3.30649e-08,1,0.01629,0.02129,0,0.0075,362
-2.18774e-07,-5.99943e-06,-3.29389e-08,1,0.016335,0.021335,0,0.0075,363
-2.18385e-07,-5.99992e-06,-3.28129e-08,1,0.01638,0.02138,0,0.0075,364
-2.17996e-07,-6.00041e-06,-3.26869e-08,1,0.016425,0.021425,0,0.0075,365
-2.17607e-07,-6.0009e-06,-3.25609e-08,1,0.01647,0.02147,0,0.0075,366
-2.17218e-07,-6.00139e-06,-3.24349e-08,1,0.016515,0.021515,0,0.0075,367
-2.16829e-07,-6.00188e-06,-3.23089e-08,1,0.01656,0.02156,0,0.0075,368
-2.1644e-07,-6.00237e-06,-3.21829e-08,1,0.016605,0.021605,0,0.0075,369
-2.16051e-07,-6.00287e-06,-3.20569e-08,1,0.01665,0.02165,0,0.0075,370
-2.15662e-07,-6.00336e-06,-3.19309e-08,1,0.016695,0.021695,0,0.0075,371
-2.15273e-07,-6.00385e-06,-3.18049e-08,1,0.01674,0.02174,0,0.0075,372
-2.14884e-07,-6.00434e-06,-3.16789e-08,1,0.016785,0.021785,0,0.0075,373
-2.14495e-07,-6.00483e-06,-3.15529e-08,1,0.01683,0.02183,0,0.0075,374
-2.14106e-07,-6.00532e-06,-3.14269e-08,1,0.016875,0.021875,0,0.0075,375
-2.13717e-07,-6.00581e-06,-3.13009e-08,1,0.01692,0.02192,0,0.0075,376
-2.13328e-07,-6.0063e-06,-3.11749e-08,1,0.016965,0.021965,0,0.0075,377
-2.12939e-07,-6.0068e-06,-3.10489e-08,1,0.01701,0.02201,0,0.0075,378
-2.12551e-07,-6.00729e-06,-3.09229e-08,1,0.017055,0.022055,0,0.0075,379
-2.12162e-07,-6.00778e-06,-3.07969e-08,1,0.0171,0.0221,0,0.0075,380
-2.11773e-07,-6.00827e-06,-3.06709e-08,1,0.017145,0.022145,0,0.0075,381
-2.11384e-07,-6.00876e-06,-3.05449e-08,1,0.01719,0.02219,0,0.0075,382
-2.10995e-07,-6.00925e-06,-3.04189e-08,1,0.017235,0.022235,0,0.0075,383
-2.10606e-07,-6.00974e-06,-3.02929e-08,1,0.01728,0.02228,0,0.0075,384
-2.10217e-07,-6.01023e-06,-3.01669e-08,1,0.017325,0.022325,0,0.0075,385
-2.09828e-07,-6.01072e-06,-3.00409e-08,1,0.01737,0.02237,0,0.0075,386
-2.09439e-07,-6.01122e-06,-2.99149e-08,1,0.017415,0.022415,0,0.0075,387
-2.0905e-07,-6.01171e-06,-2.97889e-08,1,0.01746,0.02246,0,0.0075,388
-2.08661e-07,-6.0122e-06,-2.96629e-08,1,0.017505,0.022505,0,0.0075,389
-2.08272e-07,-6.01269e-06,-2.95369e-08,1,0.01755,0.02255,0,0.0075,390
-2.07883e-07,-6.01318e-06,-2.94109e-08,1,0.017595,0.022595,0,0.0075,391
-2.07494e-07,-6.01367e-06,-2.92849e-08,1,0.01764,0.02264,0,0.0075,392
-2.07105e-07,-6.01416e-06,-2.91589e-08,1,0.017685,0.022685,0,0.0075,393
-2.06716e-07,-6.01465e-06,-2.90329e-08,1,0.01773,0.02273,0,0.0075,394
-2.06327e-07,-6.01515e-06,-2.89069e-08,1,0.017775,0.022775,0,0.0075,395
-2.05938e-07,-6.01564e-06,-2.8781e-08,1,0.01782,0.02282,0,0.0075,396
-2.05549e-07,-6.01613e-06,-2.8655e-08,1,0.017865,0.022865,0,0.0075,397
-2.0516e-07,-6.01662e-06,-2.8529e-08,1,0.01791,0.02291,0,0.0075,398
-2.04771e-07,-6.01711e-06,-2.8403e-08,1,0.017955,0.022955,0,0.0075,399
-2.04383e-07,-6.0176e-06,-2.8277e-08,1,0.018,0.023,0,0.0075,400
-2.04006e-07,-6.01803e-06,-2.82065e-08,1,0.018045,0.023045,0,0.0075,401
-2.03637e-07,-6.01841e-06,-2.81733e-08,1,0.01809,0.02309,0,0.0075,402
-2.03268e-07,-6.0188e-06,-2.814e-08,1,0.018135,0.023135,0,0.0075,403
-2.029e-07,-6.01918e-06,-2.81068e-08,1,0.01818,0.02318,0,0.0075,404
-2.02531e-07,-6.01956e-06,-2.80736e-08,1,0.018225,0.023225,0,0.0075,405
-2.02163e-07,-6.01995e-06,-2.80403e-08,1,0.01827,0.02327,0,0.0075,406
-2.01794e-07,-6.02033e-06,-2.80071e-08,1,0.018315,0.023315,0,0.0075,407
-2.01425e-07,-6.02072e-06,-2.79739e-08,1,0.01836,0.02336,0,0.0075,408
-2.01057e-07,-6.0211e-06,-2.79407e-08,1,0.018405,0.023405,0,0.0075,409
-2.00688e-07,-6.02148e-06,-2.79074e-08,1,0.01845,0.02345,0,0.0075,410
-2.00319e-07,-6.02187e-06,-2.78742e-08,1,0.018495,0.023495,0,0.0075,411
-1.99951e-07,-6.02225e-06,-2.7841e-08,1,0.01854,0.02354,0,0.0075,412
-1.99582e-07,-6.02264e-06,-2.78077e-08,1,0.018585,0.023585,0,0.0075,413
-1.99213e-07,-6.02302e-06,-2.77745e-08,1,0.01863,0.02363,0,0.0075,414
-1.98845e-07,-6.0234e-06,-2.77413e-08,1,0.018675,0.023675,0,0.0075,415
-1.98476e-07,-6.02379e-06,-2.7708e-08,1,0.01872,0.02372,0,0.0075,416
-1.98107e-07,-6.02417e-06,-2.76748e-08,1,0.018765,0.023765,0,0.0075,417
-1.97739e-07,-6.02456e-06,-2.76416e-08,1,0.01881,0.02381,0,0.0075,418
-1.9737e-07,-6.02494e-06,-2.76083e-08,1,0.018855,0.023855,0,0.0075,419
-1.97002e-07,-6.02532e-06,-2.75751e-08,1,0.0189,0.0239,0,0.0075,420
-1.96633e-07,-6.02571e-06,-2.75419e-08,1,0.018945,0.023945,0,0.0075,421
-1.96264e-07,-6.02609e-06,-2.75086e-08,1,0.01899,0.02399,0,0.0075,422
-1.95896e-07,-6.02648e-06,-2.74754e-08,1,0.019035,0.024035,0,0.0075,423
-1.95527e-07,-6.02686e-06,-2.74422e-08,1,0.01908,0.02408,0,0.0075,424
-1.95158e-07,-6.02724e-06,-2.74089e-08,1,0.019125,0.024125,0,0.0075,425
-1.9479e-07,-6.02763e-06,-2.73757e-08,1,0.01917,0.02417,0,0.0075,426
-1.94421e-07,-6.02801e-06,-2.73425e-08,1,0.019215,0.024215,0,0.0075,427
-1.94052e-07,-6.0284e-06,-2.73092e-08,1,0.01926,0.02426,0,0.0075,428
-1.93684e-07,-6.02878e-06,-2.7276e-08,1,0.019305,0.024305,0,0.0075,429
-1.93315e-07,-6.02916e-06,-2.72428e-08,1,0.01935,0.02435,0,0.0075,430
-1.92947e-07,-6.02955e-06,-2.72096e-08,1,0.019395,0.024395,0,0.0075,431
-1.92578e-07,-6.02993e-06,-2.71763e-08,1,0.01944,0.02444,0,0.0075,432
-1.92209e-07,-6.03031e-06,-2.71431e-08,1,0.019485,0.024485,0,0.0075,433
-1.91841e-07,-6.0307e-06,-2.71099e-08,1,0.01953,0.02453,0,0.0075,434
-1.91472e-07,-6.03108e-06,-2.70766e-08,1,0.019575,0.024575,0,0.0075,435
-1.91103e-07,-6.03147e-06,-2.70434e-08,1,0.01962,0.02462,0,0.0075,436
-1.90735e-07,-6.03185e-06,-2.70102e-08,1,0.019665,0.024665,0,0.0075,437
-1.90366e-07,-6.03223e-06,-2.69769e-08,1,0.01971,0.02471,0,0.0075,438
-1.89997e-07,-6.03262e-06,-2.69437e-08,1,0.019755,0.024755,0,0.0075,439
-1.89629e-07,-6.033e-06,-2.69105e-08,1,0.0198,0.0248,0,0.0075,440
-1.8926e-07,-6.03339e-06,-2.68772e-08,1,0.019845,0.024845,0,0.0075,441
-1.88891e-07,-6.03377e-06,-2.6844e-08,1,0.01989,0.02489,0,0.0075,442
-1.88523e-07,-6.03415e-06,-2.68108e-08,1,0.019935,0.024935,0,0.0075,443
-1.88154e-07,-6.03454e-06,-2.67775e-08,1,0.01998,0.02498,0,0.0075,444
-1.87786e-07,-6.03492e-06,-2.67443e-08,1,0.020025,0.025025,0,0.0075,445
-1.87417e-07,-6.03531e-06,-2.67111e-08,1,0.02007,0.02507,0,0.0075,446
-1.87048e-07,-6.03569e-06,-2.66778e-08,1,0.020115,0.025115,0,0.0075,447
-1.8668e-07,-6.03607e-06,-2.66446e-08,1,0.02016,0.02516,0,0.0075,448
-1.86311e-07,-6.03646e-06,-2.66114e-08,1,0.020205,0.025205,0,0.0075,449
-1.85942e-07,-6.03684e-06,-2.65781e-08,1,0.02025,0.02525,0,0.0075,450
-1.85574e-07,-6.03723e-06,-2.65449e-08,1,0.020295,0.025295,0,0.0075,451
-1.85205e-07,-6.03761e-06,-2.65117e-08,1,0.02034,0.02534,0,0.0075,452
-1.84836e-07,-6.03799e-06,-2.64784e-08,1,0.020385,0.025385,0,0.0075,453
-1.84468e-07,-6.03838e-06,-2.64452e-08,1,0.02043,0.02543,0,0.0075,454
-1.84099e-07,-6.03876e-06,-2.6412e-08,1,0.020475,0.025475,0,0.0075,455
-1.83731e-07,-6.03914e-06,-2.63788e-08,1,0.02052,0.02552,0,0.0075,456
-1.83362e-07,-6.03953e-06,-2.63455e-08,1,0.020565,0.025565,0,0.0075,457
-1.82993e-07,-6.03991e-06,-2.63123e-08,1,0.02061,0.02561,0,0.0075,458
-1.82625e-07,-6.0403e-06,-2.62791e-08,1,0.020655,0.025655,0,0.0075,459
-1.82256e-07,-6.04068e-06,-2.62458e-08,1,0.0207,0.0257,0,0.0075,460
-1.81887e-07,-6.04106e-06,-2.62126e-08,1,0.020745,0.025745,0,0.0075,461
-1.81519e-07,-6.04145e-06,-2.61794e-08,1,0.02079,0.02579,0,0.0075,462
-1.8115e-07,-6.04183e-06,-2.61461e-08,1,0.020835,0.025835,0,0.0075,463
-1.80781e-07,-6.04222e-06,-2.61129e-08,1,0.02088,0.02588,0,0.0075,464
-1.80413e-07,-6.0426e-06,-2.60797e-08,1,0.020925,0.025925,0,0.0075,465
-1.80044e-07,-6.04298e-06,-2.60464e-08,1,0.02097,0.02597,0,0.0075,466
-1.79675e-07,-6.04337e-06,-2.60132e-08,1,0.021015,0.026015,0,0.0075,467
-1.79307e-07,-6.04375e-06,-2.598e-08,1,0.02106,0.02606,0,0.0075,468
-1.78938e-07,-6.04414e-06,-2.59467e-08,1,0.021105,0.026105,0,0.0075,469
-1.7857e-07,-6.04452e-06,-2.59135e-08,1,0.02115,0.02615,0,0.0075,470
-1.78201e-07,-6.0449e-06,-2.58803e-08,1,0.021195,0.026195,0,0.0075,471
-1.77832e-07,-6.04529e-06,-2.5847e-08,1,0.02124,0.02624,0,0.0075,472
-1.77464e-07,-6.04567e-06,-2.58138e-08,1,0.021285,0.026285,0,0.0075,473
-1.77095e-07,-6.04606e-06,-2.57806e-08,1,0.02133,0.02633,0,0.0075,474
-1.76726e-07,-6.04644e-06,-2.57473e-08,1,0.021375,0.026375,0,0.0075,475
-1.76358e-07,-6.04682e-06,-2.57141e-08,1,0.02142,0.02642,0,0.0075,476
-1.75989e-07,-6.04721e-06,-2.56809e-08,1,0.021465,0.026465,0,0.0075,477
-1.7562e-07,-6.04759e-06,-2.56476e-08,1,0.02151,0.02651,0,0.0075,478
-1.75252e-07,-6.04798e-06,-2.56144e-08,1,0.021555,0.026555,0,0.0075,479
-1.74883e-07,-6.04836e-06,-2.55812e-08,1,0.0216,0.0266,0,0.0075,480
-1.74514e-07,-6.04874e-06,-2.5548e-08,1,0.021645,0.026645,0,0.0075,481
-1.74146e-07,-6.04913e-06,-2.55147e-08,1,0.02169,0.02669,0,0.0075,482
-1.73777e-07,-6.04951e-06,-2.54815e-08,1,0.021735,0.026735,0,0.0075,483
-1.73409e-07,-6.0499e-06,-2.54483e-08,1,0.02178,0.02678,0,0.0075,484
-1.7304e-07,-6.05028e-06,-2.5415e-08,1,0.021825,0.026825,0,0.0075,485
-1.72671e-07,-6.05066e-06,-2.53818e-08,1,0.02187,0.02687,0,0.0075,486
-1.72303e-07,-6.05105e-06,-2.53486e-08,1,0.021915,0.026915,0,0.0075,487
-1.71934e-07,-6.05143e-06,-2.53153e-08,1,0.02196,0.02696,0,0.0075,488
-1.71565e-07,-6.05181e-06,-2.52821e-08,1,0.022005,0.027005,0,0.0075,489
-1.71197e-07,-6.0522e-06,-2.52489e-08,1,0.02205,0.02705,0,0.0075,490
-1.70828e-07,-6.05258e-06,-2.52156e-08,1,0.022095,0.027095,0,0.0075,491
-1.70459e-07,-6.05297e-06,-2.51824e-08,1,0.02214,0.02714,0,0.0075,492
-1.70091e-07,-6.05335e-06,-2.51492e-08,1,0.022185,0.027185,0,0.0075,493
-1.69722e-07,-6.05373e-06,-2.51159e-08,1,0.02223,0.02723,0,0.0075,494
-1.69354e-07,-6.05412e-06,-2.50827e-08,1,0.022275,0.027275,0,0.0075,495
-1.68985e-07,-6.0545e-06,-2.50495e-08,1,0.02232,0.02732,0,0.0075,496
-1.68616e-07,-6.05489e-06,-2.50162e-08,1,0.022365,0.027365,0,0.0075,497
-1.68248e-07,-6.05527e-06,-2.4983e-08,1,0.02241,0.02741,0,0.0075,498
-1.67879e-07,-6.05565e-06,-2.49498e-08,1,0.022455,0.027455,0,0.0075,499
-1.6751e-07,-6.05604e-06,-2.49165e-08,1,0.0225,0.0275,0,0.0075,500
-1.67142e-07,-6.05642e-06,-2.48833e-08,1,0.022545,0.027545,0,0.0075,501
-1.66773e-07,-6.05681e-06,-2.48501e-08,1,0.02259,0.02759,0,0.0075,502
-1.66404e-07,-6.05719e-06,-2.48169e-08,1,0.022635,0.027635,0,0.0075,503
-1.66036e-07,-6.05757e-06,-2.47836e-08,1,0.02268,0.02768,0,0.0075,504
-1.65667e-07,-6.05796e-06,-2.47504e-08,1,0.022725,0.027725,0,0.0075,505
-1.65299e-07,-6.05834e-06,-2.47172e-08,1,0.02277,0.02777,0,0.0075,506
-1.6493e-07,-6.05873e-06,-2.46839e-08,1,0.022815,0.027815,0,0.0075,507
-1.64561e-07,-6.05911e-06,-2.46507e-08,1,0.02286,0.02786,0,0.0075,508
-1.64193e-07,-6.05949e-06,-2.46175e-08,1,0.022905,0.027905,0,0.0075,509
-1.63824e-07,-6.05988e-06,-2.45842e-08,1,0.02295,0.02795,0,0.0075,510
-1.63455e-07,-6.06026e-06,-2.4551e-08,1,0.022995,0.027995,0,0.0075,511
-1.63087e-07,-6.06064e-06,-2.45178e-08,1,0.02304,0.02804,0,0.0075,512
-1.62718e-07,-6.06103e-06,-2.44845e-08,1,0.023085,0.028085,0,0.0075,513
-1.62349e-07,-6.06141e-06,-2.44513e-08,1,0.02313,0.02813,0,0.0075,514
-1.61981e-07,-6.0618e-06,-2.44181e-08,1,0.023175,0.028175,0,0.0075,515
-1.61612e-07,-6.06218e-06,-2.43848e-08,1,0.02322,0.02822,0,0.0075,516
-1.61243e-07,-6.06256e-06,-2.43516e-08,1,0.023265,0.028265,0,0.0075,517
-1.60875e-07,-6.06295e-06,-2.43184e-08,1,0.02331,0.02831,0,0.0075,518
-1.60506e-07,-6.06333e-06,-2.42851e-08,1,0.023355,0.028355,0,0.0075,519
-1.60138e-07,-6.06372e-06,-2.42519e-08,1,0.0234,0.0284,0,0.0075,520
-1.59769e-07,-6.0641e-06,-2.42187e-08,1,0.023445,0.028445,0,0.0075,521
-1.594e-07,-6.06448e-06,-2.41854e-08,1,0.02349,0.02849,0,0.0075,522
-1.59032e-07,-6.06487e-06,-2.41522e-08,1,0.023535,0.028535,0,0.0075,523
-1.58663e-07,-6.06525e-06,-2.4119e-08,1,0.02358,0.02858,0,0.0075,524
-1.58294e-07,-6.06564e-06,-2.40857e-08,1,0.023625,0.028625,0,0.0075,525
-1.57926e-07,-6.06602e-06,-2.40525e-08,1,0.02367,0.02867,0,0.0075,526
-1.57557e-07,-6.0664e-06,-2.40193e-08,1,0.023715,0.028715,0,0.0075,527
-1.57188e-07,-6.06679e-06,-2.39861e-08,1,0.02376,0.02876,0,0.0075,528
-1.5682e-07,-6.06717e-06,-2.39528e-08,1,0.023805,0.028805,0,0.0075,529
-1.56451e-07,-6.06756e-06,-2.39196e-08,1,0.02385,0.02885,0,0.0075,530
-1.56082e-07,-6.06794e-06,-2.38864e-08,1,0.023895,0.028895,0,0.0075,531
-1.55714e-07,-6.06832e-06,-2.38531e-08,1,0.02394,0.02894,0,0.0075,532
-1.55345e-07,-6.06871e-06,-2.38199e-08,1,0.023985,0.028985,0,0.0075,533
-1.54977e-07,-6.06909e-06,-2.37867e-08,1,0.02403,0.02903,0,0.0075,534
-1.54608e-07,-6.06948e-06,-2.37534e-08,1,0.024075,0.029075,0,0.0075,535
-1.54239e-07,-6.06986e-06,-2.37202e-08,1,0.02412,0.02912,0,0.0075,536
-1.53871e-07,-6.07024e-06,-2.3687e-08,1,0.024165,0.029165,0,0.0075,537
-1.53502e-07,-6.07063e-06,-2.36537e-08,1,0.02421,0.02921,0,0.0075,538
-1.53133e-07,-6.07101e-06,-2.36205e-08,1,0.024255,0.029255,0,0.0075,539
-1.52765e-07,-6.07139e-06,-2.35873e-08,1,0.0243,0.0293,0,0.0075,540
-1.52396e-07,-6.07178e-06,-2.3554e-08,1,0.024345,0.029345,0,0.0075,541
-1.52027e-07,-6.07216e-06,-2.35208e-08,1,0.02439,0.02939,0,0.0075,542
-1.51659e-07,-6.07255e-06,-2.34876e-08,1,0.024435,0.029435,0,0.0075,543
-1.5129e-07,-6.07293e-06,-2.34543e-08,1,0.02448,0.02948,0,0.0075,544
-1.50922e-07,-6.07331e-06,-2.34211e-08,1,0.024525,0.029525,0,0.0075,545
-1.50553e-07,-6.0737e-06,-2.33879e-08,1,0.02457,0.02957,0,0.0075,546
-1.50184e-07,-6.07408e-06,-2.33546e-08,1,0.024615,0.029615,0,0.0075,547
-1.49816e-07,-6.07447e-06,-2.33214e-08,1,0.02466,0.02966,0,0.0075,548
-1.49447e-07,-6.07485e-06,-2.32882e-08,1,0.024705,0.029705,0,0.0075,549
-1.49078e-07,-6.07523e-06,-2.32549e-08,1,0.02475,0.02975,0,0.0075,550
-1.4871e-07,-6.07562e-06,-2.32217e-08,1,0.024795,0.029795,0,0.0075,551
-1.48341e-07,-6.076e-06,-2.31885e-08,1,0.02484,0.02984,0,0.0075,552
-1.47972e-07,-6.07639e-06,-2.31553e-08,1,0.024885,0.029885,0,0.0075,553
-1.47604e-07,-6.07677e-06,-2.3122e-08,1,0.02493,0.02993,0,0.0075,554
-1.47235e-07,-6.07715e-06,-2.30888e-08,1,0.024975,0.029975,0,0.0075,555
-1.46866e-07,-6.07754e-06,-2.30556e-08,1,0.02502,0.03002,0,0.0075,556
-1.46498e-07,-6.07792e-06,-2.30223e-08,1,0.025065,0.030065,0,0.0075,557
-1.46129e-07,-6.07831e-06,-2.29891e-08,1,0.02511,0.03011,0,0.0075,558
-1.45761e-07,-6.07869e-06,-2.29559e-08,1,0.025155,0.030155,0,0.0075,559
-1.45392e-07,-6.07907e-06,-2.29226e-08,1,0.0252,0.0302,0,0.0075,560
-1.45023e-07,-6.07946e-06,-2.28894e-08,1,0.025245,0.030245,0,0.0075,561
-1.44655e-07,-6.07984e-06,-2.28562e-08,1,0.02529,0.03029,0,0.0075,562
-1.44286e-07,-6.08022e-06,-2.28229e-08,1,0.025335,0.030335,0,0.0075,563
-1.43917e-07,-6.08061e-06,-2.27897e-08,1,0.02538,0.03038,0,0.0075,564
-1.43549e-07,-6.08099e-06,-2.27565e-08,1,0.025425,0.030425,0,0.0075,565
-1.4318e-07,-6.08138e-06,-2.27232e-08,1,0.02547,0.03047,0,0.0075,566
-1.42811e-07,-6.08176e-06,-2.269e-08,1,0.025515,0.030515,0,0.0075,567
-1.42443e-07,-6.08214e-06,-2.26568e-08,1,0.02556,0.03056,0,0.0075,568
-1.42074e-07,-6.08253e-06,-2.26235e-08,1,0.025605,0.030605,0,0.0075,569
-1.41706e-07,-6.08291e-06,-2.25903e-08,1,0.02565,0.03065,0,0.0075,570
-1.41337e-07,-6.0833e-06,-2.25571e-08,1,0.025695,0.030695,0,0.0075,571
-1.40968e-07,-6.08368e-06,-2.25238e-08,1,0.02574,0.03074,0,0.0075,572
-1.406e-07,-6.08406e-06,-2.24906e-08,1,0.025785,0.030785,0,0.0075,573
-1.40231e-07,-6.08445e-06,-2.24574e-08,1,0.02583,0.03083,0,0.0075,574
