uN:0,uN:1,uN:2,arc_length,Points:0,Points:1,Points:2,Point ID,Block Number
-2.83249e-07,-6.07145e-06,-5.49402e-08,0.00955774,0.00716921,-0.00217476,0.0075,26,2
-2.89381e-07,-6.06589e-06,-5.5788e-08,0.00981085,0.00723071,-0.00192923,0.0075,27,2
-3.0205e-07,-6.05466e-06,-5.85903e-08,0.010293,0.00734785,-0.00146158,0.0075,28,2
-3.08295e-07,-6.0498e-06,-5.98915e-08,0.0105461,0.00738499,-0.0012112,0.0075,29,2
-3.21067e-07,-6.03758e-06,-6.16538e-08,0.0110282,0.00745573,-0.000734325,0.0075,30,2
-3.27215e-07,-6.03234e-06,-6.24154e-08,0.0112813,0.00746815,-0.000481516,0.0075,31,2
-3.40274e-07,-6.02164e-06,-6.50765e-08,0.0117634,0.0074918,1.12842e-19,0.0075,32,2
-3.46276e-07,-6.01703e-06,-6.62759e-08,0.0120165,0.00747938,0.000252809,0.0075,33,2
-3.58875e-07,-6.00508e-06,-6.78013e-08,0.0124986,0.00745573,0.000734325,0.0075,34,2
-3.64513e-07,-5.99993e-06,-6.84115e-08,0.0127517,0.00741859,0.0009847,0.0075,35,2
-3.76914e-07,-5.98933e-06,-7.08077e-08,0.0132338,0.00734785,0.00146158,0.0075,36,2
-3.8217e-07,-5.98461e-06,-7.18477e-08,0.0134869,0.00728635,0.00170711,0.0075,37,2
-3.93638e-07,-5.97226e-06,-7.30023e-08,0.013969,0.00716921,0.00217476,0.0075,38,2
-3.98334e-07,-5.9667e-06,-7.3415e-08,0.0142221,0.00708394,0.00241307,0.0075,39,2
-4.09192e-07,-5.9554e-06,-7.54069e-08,0.0147042,0.00692152,0.00286699,0.0075,40,2
-4.13343e-07,-5.94996e-06,-7.62242e-08,0.0149573,0.0068133,0.0030958,0.0075,41,2
-4.23118e-07,-5.93618e-06,-7.69171e-08,0.0154394,0.00660718,0.00353161,0.0075,42,2
-4.26703e-07,-5.92954e-06,-7.70732e-08,0.0156925,0.00647705,0.00374871,0.0075,43,2
-4.35553e-07,-5.91635e-06,-7.85942e-08,0.0161746,0.00622921,0.00416222,0.0075,44,2
-4.38587e-07,-5.90957e-06,-7.91824e-08,0.0164278,0.00607843,0.00436553,0.0075,45,2
-4.4642e-07,-5.89297e-06,-7.9259e-08,0.0169098,0.00579124,0.00475275,0.0075,46,2
-4.49021e-07,-5.88449e-06,-7.91241e-08,0.017163,0.00562126,0.00494029,0.0075,47,2
-4.56078e-07,-5.86826e-06,-8.01265e-08,0.0176451,0.0052975,0.0052975,0.0075,48,2
-4.58328e-07,-5.85942e-06,-8.03026e-08,0.0178982,0.00510996,0.00546749,0.0075,49,2
-4.64918e-07,-5.83917e-06,-8.00293e-08,0.0183803,0.00475275,0.00579124,0.0075,50,2
-4.67017e-07,-5.82831e-06,-7.97168e-08,0.0186334,0.00454945,0.00594202,0.0075,51,2
-4.72955e-07,-5.80768e-06,-7.99179e-08,0.0191155,0.00416222,0.00622921,0.0075,52,2
-4.74989e-07,-5.79639e-06,-7.98851e-08,0.0193686,0.00394512,0.00635933,0.0075,53,2
-4.81348e-07,-5.77131e-06,-7.886e-08,0.0198507,0.00353161,0.00660718,0.0075,54,2
-4.83572e-07,-5.75786e-06,-7.82644e-08,0.0201038,0.0033028,0.0067154,0.0075,55,2
-4.90317e-07,-5.73244e-06,-7.79099e-08,0.0205859,0.00286699,0.00692152,0.0075,56,2
-4.93116e-07,-5.7186e-06,-7.76526e-08,0.020839,0.00262867,0.0070068,0.0075,57,2
-5.00601e-07,-5.68876e-06,-7.6001e-08,0.0213211,0.00217476,0.00716921,0.0075,58,2
-5.03969e-07,-5.67285e-06,-7.51043e-08,0.0215742,0.00192923,0.00723071,0.0075,59,2
-5.12911e-07,-5.64311e-06,-7.43431e-08,0.0220563,0.00146158,0.00734785,0.0075,60,2
-5.17244e-07,-5.6271e-06,-7.38846e-08,0.0223094,0.0012112,0.00738499,0.0075,61,2
-5.27717e-07,-5.59323e-06,-7.17252e-08,0.0227915,0.000734325,0.00745573,0.0075,62,2
-5.33034e-07,-5.57549e-06,-7.06367e-08,0.0230446,0.000481516,0.00746815,0.0075,63,2
-5.45682e-07,-5.54236e-06,-6.94384e-08,0.0235267,-1.12842e-19,0.0074918,0.0075,64,2
-5.5229e-07,-5.52485e-06,-6.88096e-08,0.0237799,-0.000252809,0.00747938,0.0075,65,2
-5.67097e-07,-5.48866e-06,-6.63011e-08,0.024262,-0.000734325,0.00745573,0.0075,66,2
-5.74976e-07,-5.47003e-06,-6.50774e-08,0.0245151,-0.0009847,0.00741859,0.0075,67,2
-5.92379e-07,-5.43525e-06,-6.35755e-08,0.0249972,-0.00146158,0.00734785,0.0075,68,2
-6.01734e-07,-5.41737e-06,-6.28309e-08,0.0252503,-0.00170711,0.00728635,0.0075,69,2
-6.21575e-07,-5.38075e-06,-6.01284e-08,0.0257324,-0.00217476,0.00716921,0.0075,70,2
-6.32283e-07,-5.36222e-06,-5.88237e-08,0.0259855,-0.00241307,0.00708394,0.0075,71,2
-6.54828e-07,-5.32827e-06,-5.71873e-08,0.0264676,-0.00286699,0.00692152,0.0075,72,2
-6.66931e-07,-5.31129e-06,-5.64463e-08,0.0267207,-0.0030958,0.0068133,0.0075,73,2
-6.92021e-07,-5.2761e-06,-5.35971e-08,0.0272028,-0.00353161,0.00660718,0.0075,74,2
-7.05396e-07,-5.25874e-06,-5.2287e-08,0.0274559,-0.00374871,0.00647705,0.0075,75,2
-7.32899e-07,-5.22786e-06,-5.06533e-08,0.027938,-0.00416222,0.00622921,0.0075,76,2
-7.47692e-07,-5.21282e-06,-4.98807e-08,0.0281911,-0.00436553,0.00607843,0.0075,77,2
-7.76781e-07,-5.1814e-06,-4.72537e-08,0.0286732,-0.00475275,0.00579124,0.0075,78,2
-7.9027e-07,-5.16718e-06,-4.66339e-08,0.0289263,-0.00494029,0.00562126,0.0075,79,2
-8.27104e-07,-5.13819e-06,-4.38674e-08,0.0294084,-0.0052975,0.0052975,0.0075,80,2
-8.43693e-07,-5.1254e-06,-4.31694e-08,0.0296615,-0.00546749,0.00510996,0.0075,81,2
-8.76493e-07,-5.10051e-06,-4.08328e-08,0.0301436,-0.00579124,0.00475275,0.0075,82,2
-8.94949e-07,-5.08802e-06,-3.93904e-08,0.0303968,-0.00594202,0.00454945,0.0075,83,2
-9.26123e-07,-5.06905e-06,-3.88322e-08,0.0308789,-0.00622921,0.00416222,0.0075,84,2
-9.45024e-07,-5.06024e-06,-3.81773e-08,0.031132,-0.00635933,0.00394512,0.0075,85,2
-9.77245e-07,-5.04032e-06,-3.64583e-08,0.0316141,-0.00660718,0.00353161,0.0075,86,2
-9.9608e-07,-5.03119e-06,-3.53479e-08,0.0318672,-0.0067154,0.0033028,0.0075,87,2
-1.02963e-06,-5.01855e-06,-3.49425e-08,0.0323493,-0.00692152,0.00286699,0.0075,88,2
-1.04922e-06,-5.0133e-06,-3.4548e-08,0.0326024,-0.0070068,0.00262867,0.0075,89,2
-1.08186e-06,-4.9999e-06,-3.32755e-08,0.0330845,-0.00716921,0.00217476,0.0075,90,2
-1.10131e-06,-4.99448e-06,-3.23878e-08,0.0333376,-0.00723071,0.00192923,0.0075,91,2
-1.13395e-06,-4.98811e-06,-3.26464e-08,0.0338197,-0.00734785,0.00146158,0.0075,92,2
-1.15381e-06,-4.9866e-06,-3.23855e-08,0.0340728,-0.00738499,0.0012112,0.0075,93,2
-1.18502e-06,-4.97975e-06,-3.2155e-08,0.0345549,-0.00745573,0.000734325,0.0075,94,2
-1.20336e-06,-4.97816e-06,-3.17605e-08,0.034808,-0.00746815,0.000481516,0.0075,95,2
-1.23678e-06,-4.97797e-06,-3.24926e-08,0.0352901,-0.0074918,0,0.0075,96,2
