sigmaEq,uN:0,uN:1,uN:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
2.6409e+06,1.81178e-07,-5.2468e-06,-7.85551e-09,1,0.022275,0,0.027275,0.0075,495
2.64102e+06,1.82699e-07,-5.24658e-06,-7.76126e-09,1,0.02232,0,0.02732,0.0075,496
2.64113e+06,1.8422e-07,-5.24636e-06,-7.66701e-09,1,0.022365,0,0.027365,0.0075,497
2.64125e+06,1.85742e-07,-5.24613e-06,-7.57276e-09,1,0.02241,0,0.02741,0.0075,498
2.64137e+06,1.87263e-07,-5.24591e-06,-7.47852e-09,1,0.022455,0,0.027455,0.0075,499
2.64148e+06,1.88784e-07,-5.24569e-06,-7.38427e-09,1,0.0225,0,0.0275,0.0075,500
2.6416e+06,1.90306e-07,-5.24546e-06,-7.29002e-09,1,0.022545,0,0.027545,0.0075,501
2.64172e+06,1.91827e-07,-5.24524e-06,-7.19577e-09,1,0.02259,0,0.02759,0.0075,502
2.64183e+06,1.93348e-07,-5.24502e-06,-7.10152e-09,1,0.022635,0,0.027635,0.0075,503
2.64195e+06,1.94869e-07,-5.24479e-06,-7.00728e-09,1,0.02268,0,0.02768,0.0075,504
2.64207e+06,1.96391e-07,-5.24457e-06,-6.91303e-09,1,0.022725,0,0.027725,0.0075,505
2.64218e+06,1.97912e-07,-5.24435e-06,-6.81878e-09,1,0.02277,0,0.02777,0.0075,506
2.6423e+06,1.99433e-07,-5.24413e-06,-6.72453e-09,1,0.022815,0,0.027815,0.0075,507
2.64242e+06,2.00955e-07,-5.2439e-06,-6.63028e-09,1,0.02286,0,0.02786,0.0075,508
2.64253e+06,2.02476e-07,-5.24368e-06,-6.53604e-09,1,0.022905,0,0.027905,0.0075,509
2.64265e+06,2.03997e-07,-5.24346e-06,-6.44179e-09,1,0.02295,0,0.02795,0.0075,510
2.64277e+06,2.05518e-07,-5.24323e-06,-6.34754e-09,1,0.022995,0,0.027995,0.0075,511
2.64288e+06,2.0704e-07,-5.24301e-06,-6.25329e-09,1,0.02304,0,0.02804,0.0075,512
2.643e+06,2.08561e-07,-5.24279e-06,-6.15904e-09,1,0.023085,0,0.028085,0.0075,513
2.64312e+06,2.10082e-07,-5.24256e-06,-6.0648e-09,1,0.02313,0,0.02813,0.0075,514
2.64323e+06,2.11604e-07,-5.24234e-06,-5.97055e-09,1,0.023175,0,0.028175,0.0075,515
2.64335e+06,2.13125e-07,-5.24212e-06,-5.8763e-09,1,0.02322,0,0.02822,0.0075,516
2.64347e+06,2.14646e-07,-5.24189e-06,-5.78205e-09,1,0.023265,0,0.028265,0.0075,517
2.64358e+06,2.16167e-07,-5.24167e-06,-5.6878e-09,1,0.02331,0,0.02831,0.0075,518
2.6437e+06,2.17689e-07,-5.24145e-06,-5.59356e-09,1,0.023355,0,0.028355,0.0075,519
2.64382e+06,2.1921e-07,-5.24122e-06,-5.49931e-09,1,0.0234,0,0.0284,0.0075,520
2.64393e+06,2.20731e-07,-5.241e-06,-5.40506e-09,1,0.023445,0,0.028445,0.0075,521
2.64405e+06,2.22253e-07,-5.24078e-06,-5.31081e-09,1,0.02349,0,0.02849,0.0075,522
2.64417e+06,2.23774e-07,-5.24056e-06,-5.21656e-09,1,0.023535,0,0.028535,0.0075,523
2.64428e+06,2.25295e-07,-5.24033e-06,-5.12232e-09,1,0.02358,0,0.02858,0.0075,524
2.6444e+06,2.26817e-07,-5.24011e-06,-5.02807e-09,1,0.023625,0,0.028625,0.0075,525
2.64452e+06,2.28338e-07,-5.23989e-06,-4.93382e-09,1,0.02367,0,0.02867,0.0075,526
2.64463e+06,2.29859e-07,-5.23966e-06,-4.83957e-09,1,0.023715,0,0.028715,0.0075,527
2.64475e+06,2.3138e-07,-5.23944e-06,-4.74532e-09,1,0.02376,0,0.02876,0.0075,528
2.64487e+06,2.32902e-07,-5.23922e-06,-4.65108e-09,1,0.023805,0,0.028805,0.0075,529
2.64498e+06,2.34423e-07,-5.23899e-06,-4.55683e-09,1,0.02385,0,0.02885,0.0075,530
2.6451e+06,2.35944e-07,-5.23877e-06,-4.46258e-09,1,0.023895,0,0.028895,0.0075,531
2.64522e+06,2.37466e-07,-5.23855e-06,-4.36833e-09,1,0.02394,0,0.02894,0.0075,532
2.64533e+06,2.38987e-07,-5.23832e-06,-4.27408e-09,1,0.023985,0,0.028985,0.0075,533
2.64545e+06,2.40508e-07,-5.2381e-06,-4.17984e-09,1,0.02403,0,0.02903,0.0075,534
2.64557e+06,2.42029e-07,-5.23788e-06,-4.08559e-09,1,0.024075,0,0.029075,0.0075,535
2.64568e+06,2.43551e-07,-5.23765e-06,-3.99134e-09,1,0.02412,0,0.02912,0.0075,536
2.6458e+06,2.45072e-07,-5.23743e-06,-3.89709e-09,1,0.024165,0,0.029165,0.0075,537
2.64592e+06,2.46593e-07,-5.23721e-06,-3.80284e-09,1,0.02421,0,0.02921,0.0075,538
2.64604e+06,2.48115e-07,-5.23699e-06,-3.7086e-09,1,0.024255,0,0.029255,0.0075,539
2.64615e+06,2.49636e-07,-5.23676e-06,-3.61435e-09,1,0.0243,0,0.0293,0.0075,540
2.64627e+06,2.51157e-07,-5.23654e-06,-3.5201e-09,1,0.024345,0,0.029345,0.0075,541
2.64639e+06,2.52678e-07,-5.23632e-06,-3.42585e-09,1,0.02439,0,0.02939,0.0075,542
2.6465e+06,2.542e-07,-5.23609e-06,-3.3316e-09,1,0.024435,0,0.029435,0.0075,543
2.64662e+06,2.55721e-07,-5.23587e-06,-3.23736e-09,1,0.02448,0,0.02948,0.0075,544
2.64674e+06,2.57242e-07,-5.23565e-06,-3.14311e-09,1,0.024525,0,0.029525,0.0075,545
2.64685e+06,2.58764e-07,-5.23542e-06,-3.04886e-09,1,0.02457,0,0.02957,0.0075,546
2.64697e+06,2.60285e-07,-5.2352e-06,-2.95461e-09,1,0.024615,0,0.029615,0.0075,547
2.64709e+06,2.61806e-07,-5.23498e-06,-2.86037e-09,1,0.02466,0,0.02966,0.0075,548
2.6472e+06,2.63328e-07,-5.23475e-06,-2.76612e-09,1,0.024705,0,0.029705,0.0075,549
2.64732e+06,2.64849e-07,-5.23453e-06,-2.67187e-09,1,0.02475,0,0.02975,0.0075,550
2.64744e+06,2.6637e-07,-5.23431e-06,-2.57762e-09,1,0.024795,0,0.029795,0.0075,551
2.64755e+06,2.67891e-07,-5.23408e-06,-2.48337e-09,1,0.02484,0,0.02984,0.0075,552
2.64767e+06,2.69413e-07,-5.23386e-06,-2.38913e-09,1,0.024885,0,0.029885,0.0075,553
2.64779e+06,2.70934e-07,-5.23364e-06,-2.29488e-09,1,0.02493,0,0.02993,0.0075,554
2.6479e+06,2.72455e-07,-5.23342e-06,-2.20063e-09,1,0.024975,0,0.029975,0.0075,555
2.64802e+06,2.73977e-07,-5.23319e-06,-2.10638e-09,1,0.02502,0,0.03002,0.0075,556
2.64814e+06,2.75498e-07,-5.23297e-06,-2.01213e-09,1,0.025065,0,0.030065,0.0075,557
2.64825e+06,2.77019e-07,-5.23275e-06,-1.91789e-09,1,0.02511,0,0.03011,0.0075,558
2.64837e+06,2.7854e-07,-5.23252e-06,-1.82364e-09,1,0.025155,0,0.030155,0.0075,559
2.64849e+06,2.80062e-07,-5.2323e-06,-1.72939e-09,1,0.0252,0,0.0302,0.0075,560
2.6486e+06,2.81583e-07,-5.23208e-06,-1.63514e-09,1,0.025245,0,0.030245,0.0075,561
2.64872e+06,2.83104e-07,-5.23185e-06,-1.54089e-09,1,0.02529,0,0.03029,0.0075,562
2.64884e+06,2.84626e-07,-5.23163e-06,-1.44665e-09,1,0.025335,0,0.030335,0.0075,563
2.64895e+06,2.86147e-07,-5.23141e-06,-1.3524e-09,1,0.02538,0,0.03038,0.0075,564
2.64907e+06,2.87668e-07,-5.23118e-06,-1.25815e-09,1,0.025425,0,0.030425,0.0075,565
2.64919e+06,2.89189e-07,-5.23096e-06,-1.1639e-09,1,0.02547,0,0.03047,0.0075,566
2.6493e+06,2.90711e-07,-5.23074e-06,-1.06966e-09,1,0.025515,0,0.030515,0.0075,567
2.64942e+06,2.92232e-07,-5.23051e-06,-9.75408e-10,1,0.02556,0,0.03056,0.0075,568
2.64954e+06,2.93753e-07,-5.23029e-06,-8.81161e-10,1,0.025605,0,0.030605,0.0075,569
2.64965e+06,2.95275e-07,-5.23007e-06,-7.8691e-10,1,0.02565,0,0.03065,0.0075,570
2.64977e+06,2.96796e-07,-5.22985e-06,-6.92662e-10,1,0.025695,0,0.030695,0.0075,571
2.64989e+06,2.98317e-07,-5.22962e-06,-5.98415e-10,1,0.02574,0,0.03074,0.0075,572
2.65e+06,2.99838e-07,-5.2294e-06,-5.04168e-10,1,0.025785,0,0.030785,0.0075,573
2.65012e+06,3.0136e-07,-5.22918e-06,-4.09921e-10,1,0.02583,0,0.03083,0.0075,574
2.65024e+06,3.02881e-07,-5.22895e-06,-3.1567e-10,1,0.025875,0,0.030875,0.0075,575
2.65035e+06,3.04402e-07,-5.22873e-06,-2.21422e-10,1,0.02592,0,0.03092,0.0075,576
2.65047e+06,3.05924e-07,-5.22851e-06,-1.27175e-10,1,0.025965,0,0.030965,0.0075,577
2.65059e+06,3.07445e-07,-5.22828e-06,-3.29281e-11,1,0.02601,0,0.03101,0.0075,578
2.6507e+06,3.08966e-07,-5.22806e-06,6.13191e-11,1,0.026055,0,0.031055,0.0075,579
2.65082e+06,3.10488e-07,-5.22784e-06,1.5557e-10,1,0.0261,0,0.0311,0.0075,580
2.65094e+06,3.12009e-07,-5.22761e-06,2.49817e-10,1,0.026145,0,0.031145,0.0075,581
2.65106e+06,3.1353e-07,-5.22739e-06,3.44065e-10,1,0.02619,0,0.03119,0.0075,582
2.65117e+06,3.15051e-07,-5.22717e-06,4.38312e-10,1,0.026235,0,0.031235,0.0075,583
2.65129e+06,3.16573e-07,-5.22695e-06,5.32559e-10,1,0.02628,0,0.03128,0.0075,584
2.65141e+06,3.18094e-07,-5.22672e-06,6.2681e-10,1,0.026325,0,0.031325,0.0075,585
2.65152e+06,3.19615e-07,-5.2265e-06,7.21053e-10,1,0.02637,0,0.03137,0.0075,586
2.65164e+06,3.21137e-07,-5.22628e-06,8.15305e-10,1,0.026415,0,0.031415,0.0075,587
2.65176e+06,3.22658e-07,-5.22605e-06,9.09556e-10,1,0.02646,0,0.03146,0.0075,588
2.65187e+06,3.24179e-07,-5.22583e-06,1.0038e-09,1,0.026505,0,0.031505,0.0075,589
2.65199e+06,3.257e-07,-5.22561e-06,1.09805e-09,1,0.02655,0,0.03155,0.0075,590
2.65211e+06,3.27222e-07,-5.22538e-06,1.19229e-09,1,0.026595,0,0.031595,0.0075,591
2.65222e+06,3.28743e-07,-5.22516e-06,1.28654e-09,1,0.02664,0,0.03164,0.0075,592
2.65234e+06,3.30264e-07,-5.22494e-06,1.3808e-09,1,0.026685,0,0.031685,0.0075,593
2.65246e+06,3.31786e-07,-5.22471e-06,1.47504e-09,1,0.02673,0,0.03173,0.0075,594
2.65257e+06,3.33307e-07,-5.22449e-06,1.56929e-09,1,0.026775,0,0.031775,0.0075,595
2.65269e+06,3.34828e-07,-5.22427e-06,1.66353e-09,1,0.02682,0,0.03182,0.0075,596
2.65281e+06,3.36349e-07,-5.22404e-06,1.75778e-09,1,0.026865,0,0.031865,0.0075,597
2.65292e+06,3.37871e-07,-5.22382e-06,1.85204e-09,1,0.02691,0,0.03191,0.0075,598
2.65304e+06,3.39392e-07,-5.2236e-06,1.94628e-09,1,0.026955,0,0.031955,0.0075,599
2.65316e+06,3.40913e-07,-5.22337e-06,2.04053e-09,1,0.027,0,0.032,0.0075,600
2.65327e+06,3.42435e-07,-5.22315e-06,2.13477e-09,1,0.027045,0,0.032045,0.0075,601
2.65339e+06,3.43956e-07,-5.22293e-06,2.22902e-09,1,0.02709,0,0.03209,0.0075,602
2.65351e+06,3.45477e-07,-5.22271e-06,2.32327e-09,1,0.027135,0,0.032135,0.0075,603
2.65362e+06,3.46998e-07,-5.22248e-06,2.41752e-09,1,0.02718,0,0.03218,0.0075,604
2.65374e+06,3.4852e-07,-5.22226e-06,2.51177e-09,1,0.027225,0,0.032225,0.0075,605
2.65386e+06,3.50041e-07,-5.22204e-06,2.60601e-09,1,0.02727,0,0.03227,0.0075,606
2.65397e+06,3.51562e-07,-5.22181e-06,2.70026e-09,1,0.027315,0,0.032315,0.0075,607
2.65409e+06,3.53084e-07,-5.22159e-06,2.79451e-09,1,0.02736,0,0.03236,0.0075,608
2.65421e+06,3.54605e-07,-5.22137e-06,2.88876e-09,1,0.027405,0,0.032405,0.0075,609
2.65432e+06,3.56126e-07,-5.22114e-06,2.98301e-09,1,0.02745,0,0.03245,0.0075,610
2.65444e+06,3.57647e-07,-5.22092e-06,3.07725e-09,1,0.027495,0,0.032495,0.0075,611
2.65456e+06,3.59169e-07,-5.2207e-06,3.1715e-09,1,0.02754,0,0.03254,0.0075,612
2.65467e+06,3.6069e-07,-5.22047e-06,3.26575e-09,1,0.027585,0,0.032585,0.0075,613
2.65479e+06,3.62211e-07,-5.22025e-06,3.36e-09,1,0.02763,0,0.03263,0.0075,614
2.65491e+06,3.63733e-07,-5.22003e-06,3.45425e-09,1,0.027675,0,0.032675,0.0075,615
2.65502e+06,3.65254e-07,-5.21981e-06,3.54849e-09,1,0.02772,0,0.03272,0.0075,616
2.65514e+06,3.66775e-07,-5.21958e-06,3.64274e-09,1,0.027765,0,0.032765,0.0075,617
2.65526e+06,3.68296e-07,-5.21936e-06,3.73699e-09,1,0.02781,0,0.03281,0.0075,618
2.65537e+06,3.69818e-07,-5.21914e-06,3.83124e-09,1,0.027855,0,0.032855,0.0075,619
2.65549e+06,3.71339e-07,-5.21891e-06,3.92549e-09,1,0.0279,0,0.0329,0.0075,620
2.65561e+06,3.7286e-07,-5.21869e-06,4.01973e-09,1,0.027945,0,0.032945,0.0075,621
2.65572e+06,3.74382e-07,-5.21847e-06,4.11398e-09,1,0.02799,0,0.03299,0.0075,622
2.65584e+06,3.75903e-07,-5.21824e-06,4.20823e-09,1,0.028035,0,0.033035,0.0075,623
2.65596e+06,3.77424e-07,-5.21802e-06,4.30248e-09,1,0.02808,0,0.03308,0.0075,624
2.65608e+06,3.78946e-07,-5.2178e-06,4.39673e-09,1,0.028125,0,0.033125,0.0075,625
2.65619e+06,3.80467e-07,-5.21757e-06,4.49097e-09,1,0.02817,0,0.03317,0.0075,626
2.65631e+06,3.81988e-07,-5.21735e-06,4.58522e-09,1,0.028215,0,0.033215,0.0075,627
2.65643e+06,3.83509e-07,-5.21713e-06,4.67947e-09,1,0.02826,0,0.03326,0.0075,628
2.65654e+06,3.85031e-07,-5.2169e-06,4.77372e-09,1,0.028305,0,0.033305,0.0075,629
2.65666e+06,3.86552e-07,-5.21668e-06,4.86797e-09,1,0.02835,0,0.03335,0.0075,630
2.65678e+06,3.88073e-07,-5.21646e-06,4.96221e-09,1,0.028395,0,0.033395,0.0075,631
2.65689e+06,3.89595e-07,-5.21624e-06,5.05646e-09,1,0.02844,0,0.03344,0.0075,632
2.65877e+06,3.91287e-07,-5.21603e-06,5.1686e-09,1,0.028485,0,0.033485,0.0075,633
2.66165e+06,3.93077e-07,-5.21582e-06,5.29099e-09,1,0.02853,0,0.03353,0.0075,634
2.66454e+06,3.94868e-07,-5.21562e-06,5.41337e-09,1,0.028575,0,0.033575,0.0075,635
2.66742e+06,3.96658e-07,-5.21542e-06,5.53575e-09,1,0.02862,0,0.03362,0.0075,636
2.6703e+06,3.98449e-07,-5.21522e-06,5.65813e-09,1,0.028665,0,0.033665,0.0075,637
2.67319e+06,4.00239e-07,-5.21501e-06,5.7805e-09,1,0.02871,0,0.03371,0.0075,638
2.67607e+06,4.02029e-07,-5.21481e-06,5.90289e-09,1,0.028755,0,0.033755,0.0075,639
2.67895e+06,4.0382e-07,-5.21461e-06,6.02527e-09,1,0.0288,0,0.0338,0.0075,640
2.68184e+06,4.0561e-07,-5.21441e-06,6.14765e-09,1,0.028845,0,0.033845,0.0075,641
2.68472e+06,4.074e-07,-5.2142e-06,6.27003e-09,1,0.02889,0,0.03389,0.0075,642
2.68761e+06,4.09191e-07,-5.214e-06,6.39241e-09,1,0.028935,0,0.033935,0.0075,643
2.69049e+06,4.10981e-07,-5.2138e-06,6.51479e-09,1,0.02898,0,0.03398,0.0075,644
2.69337e+06,4.12772e-07,-5.2136e-06,6.63718e-09,1,0.029025,0,0.034025,0.0075,645
2.69626e+06,4.14562e-07,-5.21339e-06,6.75955e-09,1,0.02907,0,0.03407,0.0075,646
2.69914e+06,4.16352e-07,-5.21319e-06,6.88194e-09,1,0.029115,0,0.034115,0.0075,647
2.70202e+06,4.18143e-07,-5.21299e-06,7.00431e-09,1,0.02916,0,0.03416,0.0075,648
2.70491e+06,4.19933e-07,-5.21279e-06,7.1267e-09,1,0.029205,0,0.034205,0.0075,649
2.70779e+06,4.21723e-07,-5.21258e-06,7.24907e-09,1,0.02925,0,0.03425,0.0075,650
2.71067e+06,4.23514e-07,-5.21238e-06,7.37146e-09,1,0.029295,0,0.034295,0.0075,651
2.71356e+06,4.25304e-07,-5.21218e-06,7.49384e-09,1,0.02934,0,0.03434,0.0075,652
2.71644e+06,4.27094e-07,-5.21198e-06,7.61622e-09,1,0.029385,0,0.034385,0.0075,653
2.71933e+06,4.28885e-07,-5.21177e-06,7.7386e-09,1,0.02943,0,0.03443,0.0075,654
2.72221e+06,4.30675e-07,-5.21157e-06,7.86098e-09,1,0.029475,0,0.034475,0.0075,655
2.72509e+06,4.32466e-07,-5.21137e-06,7.98336e-09,1,0.02952,0,0.03452,0.0075,656
2.72798e+06,4.34256e-07,-5.21117e-06,8.10575e-09,1,0.029565,0,0.034565,0.0075,657
2.73086e+06,4.36046e-07,-5.21096e-06,8.22812e-09,1,0.02961,0,0.03461,0.0075,658
2.73374e+06,4.37837e-07,-5.21076e-06,8.35051e-09,1,0.029655,0,0.034655,0.0075,659
2.73663e+06,4.39627e-07,-5.21056e-06,8.47288e-09,1,0.0297,0,0.0347,0.0075,660
2.73951e+06,4.41417e-07,-5.21036e-06,8.59527e-09,1,0.029745,0,0.034745,0.0075,661
2.7424e+06,4.43208e-07,-5.21015e-06,8.71765e-09,1,0.02979,0,0.03479,0.0075,662
2.74528e+06,4.44998e-07,-5.20995e-06,8.84003e-09,1,0.029835,0,0.034835,0.0075,663
2.74816e+06,4.46789e-07,-5.20975e-06,8.96241e-09,1,0.02988,0,0.03488,0.0075,664
2.75105e+06,4.48579e-07,-5.20955e-06,9.08479e-09,1,0.029925,0,0.034925,0.0075,665
2.75393e+06,4.50369e-07,-5.20934e-06,9.20717e-09,1,0.02997,0,0.03497,0.0075,666
2.75681e+06,4.5216e-07,-5.20914e-06,9.32955e-09,1,0.030015,0,0.035015,0.0075,667
2.7597e+06,4.5395e-07,-5.20894e-06,9.45193e-09,1,0.03006,0,0.03506,0.0075,668
2.76258e+06,4.5574e-07,-5.20874e-06,9.57431e-09,1,0.030105,0,0.035105,0.0075,669
2.76546e+06,4.57531e-07,-5.20853e-06,9.69669e-09,1,0.03015,0,0.03515,0.0075,670
2.76835e+06,4.59321e-07,-5.20833e-06,9.81907e-09,1,0.030195,0,0.035195,0.0075,671
2.77123e+06,4.61112e-07,-5.20813e-06,9.94146e-09,1,0.03024,0,0.03524,0.0075,672
2.77412e+06,4.62902e-07,-5.20793e-06,1.00638e-08,1,0.030285,0,0.035285,0.0075,673
2.777e+06,4.64692e-07,-5.20772e-06,1.01862e-08,1,0.03033,0,0.03533,0.0075,674
2.77988e+06,4.66483e-07,-5.20752e-06,1.03086e-08,1,0.030375,0,0.035375,0.0075,675
2.78277e+06,4.68273e-07,-5.20732e-06,1.0431e-08,1,0.03042,0,0.03542,0.0075,676
2.78565e+06,4.70063e-07,-5.20712e-06,1.05534e-08,1,0.030465,0,0.035465,0.0075,677
2.78853e+06,4.71854e-07,-5.20691e-06,1.06757e-08,1,0.03051,0,0.03551,0.0075,678
2.79142e+06,4.73644e-07,-5.20671e-06,1.07981e-08,1,0.030555,0,0.035555,0.0075,679
2.7943e+06,4.75434e-07,-5.20651e-06,1.09205e-08,1,0.0306,0,0.0356,0.0075,680
2.79718e+06,4.77225e-07,-5.20631e-06,1.10429e-08,1,0.030645,0,0.035645,0.0075,681
2.80007e+06,4.79015e-07,-5.2061e-06,1.11653e-08,1,0.03069,0,0.03569,0.0075,682
2.80295e+06,4.80806e-07,-5.2059e-06,1.12876e-08,1,0.030735,0,0.035735,0.0075,683
2.80584e+06,4.82596e-07,-5.2057e-06,1.141e-08,1,0.03078,0,0.03578,0.0075,684
2.80872e+06,4.84386e-07,-5.2055e-06,1.15324e-08,1,0.030825,0,0.035825,0.0075,685
2.8116e+06,4.86177e-07,-5.20529e-06,1.16548e-08,1,0.03087,0,0.03587,0.0075,686
2.81449e+06,4.87967e-07,-5.20509e-06,1.17772e-08,1,0.030915,0,0.035915,0.0075,687
2.81737e+06,4.89757e-07,-5.20489e-06,1.18995e-08,1,0.03096,0,0.03596,0.0075,688
2.82025e+06,4.91548e-07,-5.20469e-06,1.20219e-08,1,0.031005,0,0.036005,0.0075,689
2.82314e+06,4.93338e-07,-5.20448e-06,1.21443e-08,1,0.03105,0,0.03605,0.0075,690
2.82602e+06,4.95129e-07,-5.20428e-06,1.22667e-08,1,0.031095,0,0.036095,0.0075,691
2.8289e+06,4.96919e-07,-5.20408e-06,1.23891e-08,1,0.03114,0,0.03614,0.0075,692
2.83179e+06,4.98709e-07,-5.20388e-06,1.25115e-08,1,0.031185,0,0.036185,0.0075,693
2.83467e+06,5.005e-07,-5.20367e-06,1.26338e-08,1,0.03123,0,0.03623,0.0075,694
2.83756e+06,5.0229e-07,-5.20347e-06,1.27562e-08,1,0.031275,0,0.036275,0.0075,695
2.84044e+06,5.0408e-07,-5.20327e-06,1.28786e-08,1,0.03132,0,0.03632,0.0075,696
2.84332e+06,5.05871e-07,-5.20307e-06,1.3001e-08,1,0.031365,0,0.036365,0.0075,697
2.84621e+06,5.07661e-07,-5.20286e-06,1.31234e-08,1,0.03141,0,0.03641,0.0075,698
2.84909e+06,5.09452e-07,-5.20266e-06,1.32457e-08,1,0.031455,0,0.036455,0.0075,699
2.85197e+06,5.11242e-07,-5.20246e-06,1.33681e-08,1,0.0315,0,0.0365,0.0075,700
2.85486e+06,5.13032e-07,-5.20226e-06,1.34905e-08,1,0.031545,0,0.036545,0.0075,701
2.85774e+06,5.14823e-07,-5.20206e-06,1.36129e-08,1,0.03159,0,0.03659,0.0075,702
2.86062e+06,5.16613e-07,-5.20185e-06,1.37353e-08,1,0.031635,0,0.036635,0.0075,703
2.86351e+06,5.18403e-07,-5.20165e-06,1.38576e-08,1,0.03168,0,0.03668,0.0075,704
2.86639e+06,5.20194e-07,-5.20145e-06,1.398e-08,1,0.031725,0,0.036725,0.0075,705
2.86928e+06,5.21984e-07,-5.20125e-06,1.41024e-08,1,0.03177,0,0.03677,0.0075,706
2.87216e+06,5.23774e-07,-5.20104e-06,1.42248e-08,1,0.031815,0,0.036815,0.0075,707
2.87504e+06,5.25565e-07,-5.20084e-06,1.43472e-08,1,0.03186,0,0.03686,0.0075,708
2.87793e+06,5.27355e-07,-5.20064e-06,1.44695e-08,1,0.031905,0,0.036905,0.0075,709
2.88081e+06,5.29146e-07,-5.20044e-06,1.45919e-08,1,0.03195,0,0.03695,0.0075,710
2.88369e+06,5.30936e-07,-5.20023e-06,1.47143e-08,1,0.031995,0,0.036995,0.0075,711
2.88658e+06,5.32726e-07,-5.20003e-06,1.48367e-08,1,0.03204,0,0.03704,0.0075,712
2.88946e+06,5.34517e-07,-5.19983e-06,1.49591e-08,1,0.032085,0,0.037085,0.0075,713
2.89234e+06,5.36307e-07,-5.19963e-06,1.50815e-08,1,0.03213,0,0.03713,0.0075,714
2.89523e+06,5.38097e-07,-5.19942e-06,1.52038e-08,1,0.032175,0,0.037175,0.0075,715
2.89811e+06,5.39888e-07,-5.19922e-06,1.53262e-08,1,0.03222,0,0.03722,0.0075,716
2.901e+06,5.41678e-07,-5.19902e-06,1.54486e-08,1,0.032265,0,0.037265,0.0075,717
2.90388e+06,5.43469e-07,-5.19882e-06,1.5571e-08,1,0.03231,0,0.03731,0.0075,718
2.90676e+06,5.45259e-07,-5.19861e-06,1.56934e-08,1,0.032355,0,0.037355,0.0075,719
2.90965e+06,5.47049e-07,-5.19841e-06,1.58157e-08,1,0.0324,0,0.0374,0.0075,720
2.91253e+06,5.4884e-07,-5.19821e-06,1.59381e-08,1,0.032445,0,0.037445,0.0075,721
2.91541e+06,5.5063e-07,-5.19801e-06,1.60605e-08,1,0.03249,0,0.03749,0.0075,722
2.9183e+06,5.5242e-07,-5.1978e-06,1.61829e-08,1,0.032535,0,0.037535,0.0075,723
2.92118e+06,5.54211e-07,-5.1976e-06,1.63053e-08,1,0.03258,0,0.03758,0.0075,724
2.92406e+06,5.56001e-07,-5.1974e-06,1.64276e-08,1,0.032625,0,0.037625,0.0075,725
2.92695e+06,5.57792e-07,-5.1972e-06,1.655e-08,1,0.03267,0,0.03767,0.0075,726
2.92983e+06,5.59582e-07,-5.19699e-06,1.66724e-08,1,0.032715,0,0.037715,0.0075,727
2.93272e+06,5.61372e-07,-5.19679e-06,1.67948e-08,1,0.03276,0,0.03776,0.0075,728
2.9356e+06,5.63163e-07,-5.19659e-06,1.69172e-08,1,0.032805,0,0.037805,0.0075,729
2.93848e+06,5.64953e-07,-5.19639e-06,1.70395e-08,1,0.03285,0,0.03785,0.0075,730
2.94137e+06,5.66743e-07,-5.19618e-06,1.71619e-08,1,0.032895,0,0.037895,0.0075,731
2.94425e+06,5.68534e-07,-5.19598e-06,1.72843e-08,1,0.03294,0,0.03794,0.0075,732
2.94713e+06,5.70324e-07,-5.19578e-06,1.74067e-08,1,0.032985,0,0.037985,0.0075,733
2.95002e+06,5.72115e-07,-5.19558e-06,1.75291e-08,1,0.03303,0,0.03803,0.0075,734
2.9529e+06,5.73905e-07,-5.19537e-06,1.76514e-08,1,0.033075,0,0.038075,0.0075,735
2.95579e+06,5.75695e-07,-5.19517e-06,1.77738e-08,1,0.03312,0,0.03812,0.0075,736
2.95867e+06,5.77486e-07,-5.19497e-06,1.78962e-08,1,0.033165,0,0.038165,0.0075,737
2.96155e+06,5.79276e-07,-5.19477e-06,1.80186e-08,1,0.03321,0,0.03821,0.0075,738
2.96444e+06,5.81066e-07,-5.19456e-06,1.8141e-08,1,0.033255,0,0.038255,0.0075,739
2.96732e+06,5.82857e-07,-5.19436e-06,1.82633e-08,1,0.0333,0,0.0383,0.0075,740
2.9702e+06,5.84647e-07,-5.19416e-06,1.83857e-08,1,0.033345,0,0.038345,0.0075,741
2.97309e+06,5.86437e-07,-5.19396e-06,1.85081e-08,1,0.03339,0,0.03839,0.0075,742
2.97597e+06,5.88228e-07,-5.19375e-06,1.86305e-08,1,0.033435,0,0.038435,0.0075,743
2.97885e+06,5.90018e-07,-5.19355e-06,1.87529e-08,1,0.03348,0,0.03848,0.0075,744
2.98174e+06,5.91809e-07,-5.19335e-06,1.88753e-08,1,0.033525,0,0.038525,0.0075,745
2.98462e+06,5.93599e-07,-5.19315e-06,1.89976e-08,1,0.03357,0,0.03857,0.0075,746
2.98751e+06,5.95389e-07,-5.19294e-06,1.912e-08,1,0.033615,0,0.038615,0.0075,747
2.99039e+06,5.9718e-07,-5.19274e-06,1.92424e-08,1,0.03366,0,0.03866,0.0075,748
2.99327e+06,5.9897e-07,-5.19254e-06,1.93648e-08,1,0.033705,0,0.038705,0.0075,749
2.99616e+06,6.0076e-07,-5.19234e-06,1.94872e-08,1,0.03375,0,0.03875,0.0075,750
