sigmaEq,uN:0,uN:1,uN:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
3.30103e+06,-2.05475e-07,-5.32032e-06,-4.41761e-08,1,0.01098,0,0.01598,0.0075,244
3.29314e+06,-2.03938e-07,-5.32e-06,-4.40909e-08,1,0.011025,0,0.016025,0.0075,245
3.28524e+06,-2.02401e-07,-5.31968e-06,-4.40057e-08,1,0.01107,0,0.01607,0.0075,246
3.27735e+06,-2.00865e-07,-5.31936e-06,-4.39206e-08,1,0.011115,0,0.016115,0.0075,247
3.26945e+06,-1.99328e-07,-5.31904e-06,-4.38354e-08,1,0.01116,0,0.01616,0.0075,248
3.26156e+06,-1.97791e-07,-5.31873e-06,-4.37503e-08,1,0.011205,0,0.016205,0.0075,249
3.25367e+06,-1.96255e-07,-5.31841e-06,-4.36651e-08,1,0.01125,0,0.01625,0.0075,250
3.24577e+06,-1.94718e-07,-5.31809e-06,-4.358e-08,1,0.011295,0,0.016295,0.0075,251
3.23788e+06,-1.93181e-07,-5.31777e-06,-4.34948e-08,1,0.01134,0,0.01634,0.0075,252
3.22998e+06,-1.91645e-07,-5.31745e-06,-4.34097e-08,1,0.011385,0,0.016385,0.0075,253
3.22209e+06,-1.90108e-07,-5.31713e-06,-4.33245e-08,1,0.01143,0,0.01643,0.0075,254
3.21788e+06,-1.88556e-07,-5.3168e-06,-4.31472e-08,1,0.011475,0,0.016475,0.0075,255
3.21384e+06,-1.87003e-07,-5.31646e-06,-4.29658e-08,1,0.01152,0,0.01652,0.0075,256
3.20979e+06,-1.8545e-07,-5.31613e-06,-4.27844e-08,1,0.011565,0,0.016565,0.0075,257
3.20575e+06,-1.83896e-07,-5.31579e-06,-4.2603e-08,1,0.01161,0,0.01661,0.0075,258
3.2017e+06,-1.82343e-07,-5.31545e-06,-4.24216e-08,1,0.011655,0,0.016655,0.0075,259
3.19766e+06,-1.8079e-07,-5.31512e-06,-4.22402e-08,1,0.0117,0,0.0167,0.0075,260
3.19362e+06,-1.79237e-07,-5.31478e-06,-4.20588e-08,1,0.011745,0,0.016745,0.0075,261
3.18957e+06,-1.77684e-07,-5.31445e-06,-4.18774e-08,1,0.01179,0,0.01679,0.0075,262
3.18553e+06,-1.76131e-07,-5.31411e-06,-4.1696e-08,1,0.011835,0,0.016835,0.0075,263
3.18148e+06,-1.74578e-07,-5.31377e-06,-4.15146e-08,1,0.01188,0,0.01688,0.0075,264
3.17744e+06,-1.73025e-07,-5.31344e-06,-4.13332e-08,1,0.011925,0,0.016925,0.0075,265
3.1734e+06,-1.71472e-07,-5.3131e-06,-4.11518e-08,1,0.01197,0,0.01697,0.0075,266
3.16935e+06,-1.69919e-07,-5.31276e-06,-4.09704e-08,1,0.012015,0,0.017015,0.0075,267
3.16531e+06,-1.68366e-07,-5.31243e-06,-4.0789e-08,1,0.01206,0,0.01706,0.0075,268
3.16126e+06,-1.66812e-07,-5.31209e-06,-4.06076e-08,1,0.012105,0,0.017105,0.0075,269
3.15722e+06,-1.65259e-07,-5.31176e-06,-4.04262e-08,1,0.01215,0,0.01715,0.0075,270
3.15317e+06,-1.63706e-07,-5.31142e-06,-4.02448e-08,1,0.012195,0,0.017195,0.0075,271
3.14913e+06,-1.62153e-07,-5.31108e-06,-4.00634e-08,1,0.01224,0,0.01724,0.0075,272
3.14509e+06,-1.606e-07,-5.31075e-06,-3.9882e-08,1,0.012285,0,0.017285,0.0075,273
3.14104e+06,-1.59047e-07,-5.31041e-06,-3.97006e-08,1,0.01233,0,0.01733,0.0075,274
3.137e+06,-1.57494e-07,-5.31007e-06,-3.95192e-08,1,0.012375,0,0.017375,0.0075,275
3.13295e+06,-1.55941e-07,-5.30974e-06,-3.93378e-08,1,0.01242,0,0.01742,0.0075,276
3.12891e+06,-1.54388e-07,-5.3094e-06,-3.91564e-08,1,0.012465,0,0.017465,0.0075,277
3.12487e+06,-1.52835e-07,-5.30907e-06,-3.8975e-08,1,0.01251,0,0.01751,0.0075,278
3.12082e+06,-1.51282e-07,-5.30873e-06,-3.87936e-08,1,0.012555,0,0.017555,0.0075,279
3.11678e+06,-1.49728e-07,-5.30839e-06,-3.86122e-08,1,0.0126,0,0.0176,0.0075,280
3.11273e+06,-1.48175e-07,-5.30806e-06,-3.84308e-08,1,0.012645,0,0.017645,0.0075,281
3.10869e+06,-1.46622e-07,-5.30772e-06,-3.82494e-08,1,0.01269,0,0.01769,0.0075,282
3.10464e+06,-1.45069e-07,-5.30738e-06,-3.8068e-08,1,0.012735,0,0.017735,0.0075,283
3.1006e+06,-1.43516e-07,-5.30705e-06,-3.78866e-08,1,0.01278,0,0.01778,0.0075,284
3.09656e+06,-1.41963e-07,-5.30671e-06,-3.77052e-08,1,0.012825,0,0.017825,0.0075,285
3.09251e+06,-1.4041e-07,-5.30638e-06,-3.75238e-08,1,0.01287,0,0.01787,0.0075,286
3.08847e+06,-1.38857e-07,-5.30604e-06,-3.73424e-08,1,0.012915,0,0.017915,0.0075,287
3.08442e+06,-1.37304e-07,-5.3057e-06,-3.7161e-08,1,0.01296,0,0.01796,0.0075,288
3.08038e+06,-1.35751e-07,-5.30537e-06,-3.69796e-08,1,0.013005,0,0.018005,0.0075,289
3.07634e+06,-1.34198e-07,-5.30503e-06,-3.67982e-08,1,0.01305,0,0.01805,0.0075,290
3.07229e+06,-1.32644e-07,-5.30469e-06,-3.66168e-08,1,0.013095,0,0.018095,0.0075,291
3.06825e+06,-1.31091e-07,-5.30436e-06,-3.64354e-08,1,0.01314,0,0.01814,0.0075,292
3.0642e+06,-1.29538e-07,-5.30402e-06,-3.6254e-08,1,0.013185,0,0.018185,0.0075,293
3.06016e+06,-1.27985e-07,-5.30369e-06,-3.60726e-08,1,0.01323,0,0.01823,0.0075,294
3.05611e+06,-1.26432e-07,-5.30335e-06,-3.58912e-08,1,0.013275,0,0.018275,0.0075,295
3.05207e+06,-1.24879e-07,-5.30301e-06,-3.57098e-08,1,0.01332,0,0.01832,0.0075,296
3.04803e+06,-1.23326e-07,-5.30268e-06,-3.55284e-08,1,0.013365,0,0.018365,0.0075,297
3.04398e+06,-1.21773e-07,-5.30234e-06,-3.5347e-08,1,0.01341,0,0.01841,0.0075,298
3.03994e+06,-1.2022e-07,-5.302e-06,-3.51656e-08,1,0.013455,0,0.018455,0.0075,299
3.03589e+06,-1.18667e-07,-5.30167e-06,-3.49842e-08,1,0.0135,0,0.0185,0.0075,300
3.03185e+06,-1.17114e-07,-5.30133e-06,-3.48028e-08,1,0.013545,0,0.018545,0.0075,301
3.02781e+06,-1.1556e-07,-5.301e-06,-3.46214e-08,1,0.01359,0,0.01859,0.0075,302
3.02376e+06,-1.14007e-07,-5.30066e-06,-3.44399e-08,1,0.013635,0,0.018635,0.0075,303
3.01972e+06,-1.12454e-07,-5.30032e-06,-3.42585e-08,1,0.01368,0,0.01868,0.0075,304
3.01567e+06,-1.10901e-07,-5.29999e-06,-3.40771e-08,1,0.013725,0,0.018725,0.0075,305
3.01163e+06,-1.09348e-07,-5.29965e-06,-3.38957e-08,1,0.01377,0,0.01877,0.0075,306
3.00758e+06,-1.07795e-07,-5.29932e-06,-3.37143e-08,1,0.013815,0,0.018815,0.0075,307
3.00354e+06,-1.06242e-07,-5.29898e-06,-3.35329e-08,1,0.01386,0,0.01886,0.0075,308
2.9995e+06,-1.04689e-07,-5.29864e-06,-3.33515e-08,1,0.013905,0,0.018905,0.0075,309
2.99545e+06,-1.03136e-07,-5.29831e-06,-3.31701e-08,1,0.01395,0,0.01895,0.0075,310
2.99141e+06,-1.01583e-07,-5.29797e-06,-3.29887e-08,1,0.013995,0,0.018995,0.0075,311
2.98736e+06,-1.0003e-07,-5.29763e-06,-3.28073e-08,1,0.01404,0,0.01904,0.0075,312
2.98332e+06,-9.84765e-08,-5.2973e-06,-3.26259e-08,1,0.014085,0,0.019085,0.0075,313
2.97928e+06,-9.69234e-08,-5.29696e-06,-3.24445e-08,1,0.01413,0,0.01913,0.0075,314
2.97523e+06,-9.53703e-08,-5.29662e-06,-3.22631e-08,1,0.014175,0,0.019175,0.0075,315
2.97119e+06,-9.38172e-08,-5.29629e-06,-3.20817e-08,1,0.01422,0,0.01922,0.0075,316
2.96714e+06,-9.22641e-08,-5.29595e-06,-3.19003e-08,1,0.014265,0,0.019265,0.0075,317
2.9631e+06,-9.0711e-08,-5.29562e-06,-3.17189e-08,1,0.01431,0,0.01931,0.0075,318
2.95905e+06,-8.91579e-08,-5.29528e-06,-3.15375e-08,1,0.014355,0,0.019355,0.0075,319
2.95501e+06,-8.76048e-08,-5.29494e-06,-3.13561e-08,1,0.0144,0,0.0194,0.0075,320
2.95097e+06,-8.60517e-08,-5.29461e-06,-3.11747e-08,1,0.014445,0,0.019445,0.0075,321
2.94692e+06,-8.44987e-08,-5.29427e-06,-3.09933e-08,1,0.01449,0,0.01949,0.0075,322
2.94288e+06,-8.29456e-08,-5.29393e-06,-3.08119e-08,1,0.014535,0,0.019535,0.0075,323
2.93883e+06,-8.13924e-08,-5.2936e-06,-3.06305e-08,1,0.01458,0,0.01958,0.0075,324
2.93479e+06,-7.98394e-08,-5.29326e-06,-3.04491e-08,1,0.014625,0,0.019625,0.0075,325
2.93075e+06,-7.82863e-08,-5.29293e-06,-3.02677e-08,1,0.01467,0,0.01967,0.0075,326
2.9267e+06,-7.67332e-08,-5.29259e-06,-3.00863e-08,1,0.014715,0,0.019715,0.0075,327
2.92266e+06,-7.51801e-08,-5.29225e-06,-2.99049e-08,1,0.01476,0,0.01976,0.0075,328
2.91861e+06,-7.3627e-08,-5.29192e-06,-2.97235e-08,1,0.014805,0,0.019805,0.0075,329
2.91457e+06,-7.20739e-08,-5.29158e-06,-2.95421e-08,1,0.01485,0,0.01985,0.0075,330
2.91052e+06,-7.05208e-08,-5.29125e-06,-2.93607e-08,1,0.014895,0,0.019895,0.0075,331
2.90648e+06,-6.89677e-08,-5.29091e-06,-2.91793e-08,1,0.01494,0,0.01994,0.0075,332
2.90244e+06,-6.74147e-08,-5.29057e-06,-2.89979e-08,1,0.014985,0,0.019985,0.0075,333
2.89839e+06,-6.58615e-08,-5.29024e-06,-2.88165e-08,1,0.01503,0,0.02003,0.0075,334
2.89435e+06,-6.43084e-08,-5.2899e-06,-2.86351e-08,1,0.015075,0,0.020075,0.0075,335
2.8903e+06,-6.27554e-08,-5.28956e-06,-2.84537e-08,1,0.01512,0,0.02012,0.0075,336
2.88626e+06,-6.12023e-08,-5.28923e-06,-2.82723e-08,1,0.015165,0,0.020165,0.0075,337
2.88222e+06,-5.96492e-08,-5.28889e-06,-2.80909e-08,1,0.01521,0,0.02021,0.0075,338
2.87817e+06,-5.80961e-08,-5.28856e-06,-2.79095e-08,1,0.015255,0,0.020255,0.0075,339
2.87413e+06,-5.6543e-08,-5.28822e-06,-2.77281e-08,1,0.0153,0,0.0203,0.0075,340
2.87008e+06,-5.49899e-08,-5.28788e-06,-2.75467e-08,1,0.015345,0,0.020345,0.0075,341
2.86604e+06,-5.34368e-08,-5.28755e-06,-2.73653e-08,1,0.01539,0,0.02039,0.0075,342
2.86199e+06,-5.18837e-08,-5.28721e-06,-2.71839e-08,1,0.015435,0,0.020435,0.0075,343
2.85795e+06,-5.03307e-08,-5.28687e-06,-2.70025e-08,1,0.01548,0,0.02048,0.0075,344
2.85391e+06,-4.87775e-08,-5.28654e-06,-2.68211e-08,1,0.015525,0,0.020525,0.0075,345
2.84986e+06,-4.72245e-08,-5.2862e-06,-2.66397e-08,1,0.01557,0,0.02057,0.0075,346
2.84582e+06,-4.56714e-08,-5.28587e-06,-2.64583e-08,1,0.015615,0,0.020615,0.0075,347
2.84177e+06,-4.41183e-08,-5.28553e-06,-2.62769e-08,1,0.01566,0,0.02066,0.0075,348
2.83773e+06,-4.25652e-08,-5.28519e-06,-2.60955e-08,1,0.015705,0,0.020705,0.0075,349
2.83369e+06,-4.10121e-08,-5.28486e-06,-2.59141e-08,1,0.01575,0,0.02075,0.0075,350
2.82964e+06,-3.9459e-08,-5.28452e-06,-2.57327e-08,1,0.015795,0,0.020795,0.0075,351
2.8256e+06,-3.79059e-08,-5.28418e-06,-2.55513e-08,1,0.01584,0,0.02084,0.0075,352
2.82155e+06,-3.63528e-08,-5.28385e-06,-2.53699e-08,1,0.015885,0,0.020885,0.0075,353
2.81751e+06,-3.47998e-08,-5.28351e-06,-2.51885e-08,1,0.01593,0,0.02093,0.0075,354
2.81346e+06,-3.32466e-08,-5.28318e-06,-2.50071e-08,1,0.015975,0,0.020975,0.0075,355
2.80942e+06,-3.16935e-08,-5.28284e-06,-2.48257e-08,1,0.01602,0,0.02102,0.0075,356
2.80538e+06,-3.01405e-08,-5.2825e-06,-2.46443e-08,1,0.016065,0,0.021065,0.0075,357
2.80133e+06,-2.85874e-08,-5.28217e-06,-2.44629e-08,1,0.01611,0,0.02111,0.0075,358
2.79729e+06,-2.70343e-08,-5.28183e-06,-2.42815e-08,1,0.016155,0,0.021155,0.0075,359
2.79324e+06,-2.54812e-08,-5.28149e-06,-2.41001e-08,1,0.0162,0,0.0212,0.0075,360
2.7892e+06,-2.39281e-08,-5.28116e-06,-2.39187e-08,1,0.016245,0,0.021245,0.0075,361
2.78516e+06,-2.2375e-08,-5.28082e-06,-2.37373e-08,1,0.01629,0,0.02129,0.0075,362
2.78111e+06,-2.08219e-08,-5.28049e-06,-2.35559e-08,1,0.016335,0,0.021335,0.0075,363
2.77707e+06,-1.92688e-08,-5.28015e-06,-2.33745e-08,1,0.01638,0,0.02138,0.0075,364
2.77302e+06,-1.77158e-08,-5.27981e-06,-2.31931e-08,1,0.016425,0,0.021425,0.0075,365
2.76898e+06,-1.61626e-08,-5.27948e-06,-2.30117e-08,1,0.01647,0,0.02147,0.0075,366
2.76493e+06,-1.46095e-08,-5.27914e-06,-2.28303e-08,1,0.016515,0,0.021515,0.0075,367
2.76089e+06,-1.30565e-08,-5.2788e-06,-2.26489e-08,1,0.01656,0,0.02156,0.0075,368
2.75685e+06,-1.15034e-08,-5.27847e-06,-2.24675e-08,1,0.016605,0,0.021605,0.0075,369
2.7528e+06,-9.95031e-09,-5.27813e-06,-2.22861e-08,1,0.01665,0,0.02165,0.0075,370
2.74876e+06,-8.39716e-09,-5.2778e-06,-2.21047e-08,1,0.016695,0,0.021695,0.0075,371
2.74471e+06,-6.84408e-09,-5.27746e-06,-2.19233e-08,1,0.01674,0,0.02174,0.0075,372
2.74067e+06,-5.29101e-09,-5.27712e-06,-2.17419e-08,1,0.016785,0,0.021785,0.0075,373
2.73663e+06,-3.73793e-09,-5.27679e-06,-2.15605e-08,1,0.01683,0,0.02183,0.0075,374
2.73258e+06,-2.18485e-09,-5.27645e-06,-2.13791e-08,1,0.016875,0,0.021875,0.0075,375
2.72854e+06,-6.31706e-10,-5.27611e-06,-2.11977e-08,1,0.01692,0,0.02192,0.0075,376
2.72449e+06,9.21372e-10,-5.27578e-06,-2.10163e-08,1,0.016965,0,0.021965,0.0075,377
2.72045e+06,2.47445e-09,-5.27544e-06,-2.08349e-08,1,0.01701,0,0.02201,0.0075,378
2.7164e+06,4.02753e-09,-5.27511e-06,-2.06535e-08,1,0.017055,0,0.022055,0.0075,379
2.71236e+06,5.58061e-09,-5.27477e-06,-2.04721e-08,1,0.0171,0,0.0221,0.0075,380
2.70832e+06,7.13369e-09,-5.27443e-06,-2.02907e-08,1,0.017145,0,0.022145,0.0075,381
2.70427e+06,8.68683e-09,-5.2741e-06,-2.01092e-08,1,0.01719,0,0.02219,0.0075,382
2.70023e+06,1.02399e-08,-5.27376e-06,-1.99278e-08,1,0.017235,0,0.022235,0.0075,383
2.69618e+06,1.1793e-08,-5.27342e-06,-1.97464e-08,1,0.01728,0,0.02228,0.0075,384
2.69214e+06,1.33461e-08,-5.27309e-06,-1.95651e-08,1,0.017325,0,0.022325,0.0075,385
2.6881e+06,1.48991e-08,-5.27275e-06,-1.93837e-08,1,0.01737,0,0.02237,0.0075,386
2.68405e+06,1.64523e-08,-5.27242e-06,-1.92022e-08,1,0.017415,0,0.022415,0.0075,387
2.68001e+06,1.80054e-08,-5.27208e-06,-1.90208e-08,1,0.01746,0,0.02246,0.0075,388
2.67596e+06,1.95584e-08,-5.27174e-06,-1.88394e-08,1,0.017505,0,0.022505,0.0075,389
2.67192e+06,2.11115e-08,-5.27141e-06,-1.8658e-08,1,0.01755,0,0.02255,0.0075,390
2.66787e+06,2.26646e-08,-5.27107e-06,-1.84766e-08,1,0.017595,0,0.022595,0.0075,391
2.66383e+06,2.42177e-08,-5.27073e-06,-1.82952e-08,1,0.01764,0,0.02264,0.0075,392
2.65979e+06,2.57708e-08,-5.2704e-06,-1.81138e-08,1,0.017685,0,0.022685,0.0075,393
2.65574e+06,2.73239e-08,-5.27006e-06,-1.79324e-08,1,0.01773,0,0.02273,0.0075,394
2.6517e+06,2.8877e-08,-5.26973e-06,-1.7751e-08,1,0.017775,0,0.022775,0.0075,395
2.64765e+06,3.04301e-08,-5.26939e-06,-1.75696e-08,1,0.01782,0,0.02282,0.0075,396
2.64361e+06,3.19832e-08,-5.26905e-06,-1.73882e-08,1,0.017865,0,0.022865,0.0075,397
2.63957e+06,3.35363e-08,-5.26872e-06,-1.72068e-08,1,0.01791,0,0.02291,0.0075,398
2.63552e+06,3.50894e-08,-5.26838e-06,-1.70254e-08,1,0.017955,0,0.022955,0.0075,399
2.63148e+06,3.66424e-08,-5.26804e-06,-1.6844e-08,1,0.018,0,0.023,0.0075,400
2.62992e+06,3.81765e-08,-5.26778e-06,-1.67148e-08,1,0.018045,0,0.023045,0.0075,401
2.63004e+06,3.96978e-08,-5.26755e-06,-1.66206e-08,1,0.01809,0,0.02309,0.0075,402
2.63016e+06,4.12191e-08,-5.26733e-06,-1.65263e-08,1,0.018135,0,0.023135,0.0075,403
2.63028e+06,4.27404e-08,-5.26711e-06,-1.64321e-08,1,0.01818,0,0.02318,0.0075,404
2.63039e+06,4.42617e-08,-5.26688e-06,-1.63378e-08,1,0.018225,0,0.023225,0.0075,405
2.63051e+06,4.57829e-08,-5.26666e-06,-1.62436e-08,1,0.01827,0,0.02327,0.0075,406
2.63062e+06,4.73042e-08,-5.26644e-06,-1.61493e-08,1,0.018315,0,0.023315,0.0075,407
2.63074e+06,4.88255e-08,-5.26621e-06,-1.60551e-08,1,0.01836,0,0.02336,0.0075,408
2.63086e+06,5.03468e-08,-5.26599e-06,-1.59608e-08,1,0.018405,0,0.023405,0.0075,409
2.63098e+06,5.18681e-08,-5.26577e-06,-1.58666e-08,1,0.01845,0,0.02345,0.0075,410
2.63109e+06,5.33894e-08,-5.26555e-06,-1.57723e-08,1,0.018495,0,0.023495,0.0075,411
2.63121e+06,5.49107e-08,-5.26532e-06,-1.56781e-08,1,0.01854,0,0.02354,0.0075,412
2.63133e+06,5.6432e-08,-5.2651e-06,-1.55838e-08,1,0.018585,0,0.023585,0.0075,413
2.63144e+06,5.79533e-08,-5.26488e-06,-1.54896e-08,1,0.01863,0,0.02363,0.0075,414
2.63156e+06,5.94746e-08,-5.26465e-06,-1.53953e-08,1,0.018675,0,0.023675,0.0075,415
2.63168e+06,6.09958e-08,-5.26443e-06,-1.53011e-08,1,0.01872,0,0.02372,0.0075,416
2.63179e+06,6.25171e-08,-5.26421e-06,-1.52068e-08,1,0.018765,0,0.023765,0.0075,417
2.63191e+06,6.40385e-08,-5.26398e-06,-1.51126e-08,1,0.01881,0,0.02381,0.0075,418
2.63203e+06,6.55597e-08,-5.26376e-06,-1.50184e-08,1,0.018855,0,0.023855,0.0075,419
2.63214e+06,6.7081e-08,-5.26354e-06,-1.49241e-08,1,0.0189,0,0.0239,0.0075,420
2.63226e+06,6.86023e-08,-5.26331e-06,-1.48299e-08,1,0.018945,0,0.023945,0.0075,421
2.63238e+06,7.01236e-08,-5.26309e-06,-1.47356e-08,1,0.01899,0,0.02399,0.0075,422
2.63249e+06,7.16449e-08,-5.26287e-06,-1.46414e-08,1,0.019035,0,0.024035,0.0075,423
2.63261e+06,7.31662e-08,-5.26264e-06,-1.45471e-08,1,0.01908,0,0.02408,0.0075,424
2.63273e+06,7.46875e-08,-5.26242e-06,-1.44529e-08,1,0.019125,0,0.024125,0.0075,425
2.63284e+06,7.62087e-08,-5.2622e-06,-1.43586e-08,1,0.01917,0,0.02417,0.0075,426
2.63296e+06,7.773e-08,-5.26197e-06,-1.42644e-08,1,0.019215,0,0.024215,0.0075,427
2.63308e+06,7.92513e-08,-5.26175e-06,-1.41701e-08,1,0.01926,0,0.02426,0.0075,428
2.63319e+06,8.07726e-08,-5.26153e-06,-1.40759e-08,1,0.019305,0,0.024305,0.0075,429
2.63331e+06,8.22939e-08,-5.26131e-06,-1.39816e-08,1,0.01935,0,0.02435,0.0075,430
2.63343e+06,8.38152e-08,-5.26108e-06,-1.38874e-08,1,0.019395,0,0.024395,0.0075,431
2.63354e+06,8.53365e-08,-5.26086e-06,-1.37931e-08,1,0.01944,0,0.02444,0.0075,432
2.63366e+06,8.68578e-08,-5.26064e-06,-1.36989e-08,1,0.019485,0,0.024485,0.0075,433
2.63378e+06,8.83791e-08,-5.26041e-06,-1.36046e-08,1,0.01953,0,0.02453,0.0075,434
2.63389e+06,8.99004e-08,-5.26019e-06,-1.35104e-08,1,0.019575,0,0.024575,0.0075,435
2.63401e+06,9.14217e-08,-5.25997e-06,-1.34161e-08,1,0.01962,0,0.02462,0.0075,436
2.63413e+06,9.29429e-08,-5.25974e-06,-1.33219e-08,1,0.019665,0,0.024665,0.0075,437
2.63424e+06,9.44642e-08,-5.25952e-06,-1.32276e-08,1,0.01971,0,0.02471,0.0075,438
2.63436e+06,9.59856e-08,-5.2593e-06,-1.31334e-08,1,0.019755,0,0.024755,0.0075,439
2.63448e+06,9.75068e-08,-5.25907e-06,-1.30391e-08,1,0.0198,0,0.0248,0.0075,440
2.63459e+06,9.90281e-08,-5.25885e-06,-1.29449e-08,1,0.019845,0,0.024845,0.0075,441
2.63471e+06,1.00549e-07,-5.25863e-06,-1.28506e-08,1,0.01989,0,0.02489,0.0075,442
2.63483e+06,1.02071e-07,-5.25841e-06,-1.27564e-08,1,0.019935,0,0.024935,0.0075,443
2.63494e+06,1.03592e-07,-5.25818e-06,-1.26622e-08,1,0.01998,0,0.02498,0.0075,444
2.63506e+06,1.05113e-07,-5.25796e-06,-1.25679e-08,1,0.020025,0,0.025025,0.0075,445
2.63518e+06,1.06635e-07,-5.25774e-06,-1.24737e-08,1,0.02007,0,0.02507,0.0075,446
2.63529e+06,1.08156e-07,-5.25751e-06,-1.23794e-08,1,0.020115,0,0.025115,0.0075,447
2.63541e+06,1.09677e-07,-5.25729e-06,-1.22852e-08,1,0.02016,0,0.02516,0.0075,448
2.63553e+06,1.11198e-07,-5.25707e-06,-1.21909e-08,1,0.020205,0,0.025205,0.0075,449
2.63564e+06,1.1272e-07,-5.25684e-06,-1.20967e-08,1,0.02025,0,0.02525,0.0075,450
2.63576e+06,1.14241e-07,-5.25662e-06,-1.20024e-08,1,0.020295,0,0.025295,0.0075,451
2.63588e+06,1.15762e-07,-5.2564e-06,-1.19082e-08,1,0.02034,0,0.02534,0.0075,452
2.636e+06,1.17284e-07,-5.25617e-06,-1.18139e-08,1,0.020385,0,0.025385,0.0075,453
2.63611e+06,1.18805e-07,-5.25595e-06,-1.17197e-08,1,0.02043,0,0.02543,0.0075,454
2.63623e+06,1.20326e-07,-5.25573e-06,-1.16254e-08,1,0.020475,0,0.025475,0.0075,455
2.63635e+06,1.21847e-07,-5.2555e-06,-1.15312e-08,1,0.02052,0,0.02552,0.0075,456
2.63646e+06,1.23369e-07,-5.25528e-06,-1.14369e-08,1,0.020565,0,0.025565,0.0075,457
2.63658e+06,1.2489e-07,-5.25506e-06,-1.13427e-08,1,0.02061,0,0.02561,0.0075,458
2.6367e+06,1.26411e-07,-5.25484e-06,-1.12484e-08,1,0.020655,0,0.025655,0.0075,459
2.63681e+06,1.27933e-07,-5.25461e-06,-1.11542e-08,1,0.0207,0,0.0257,0.0075,460
2.63693e+06,1.29454e-07,-5.25439e-06,-1.10599e-08,1,0.020745,0,0.025745,0.0075,461
2.63705e+06,1.30975e-07,-5.25417e-06,-1.09657e-08,1,0.02079,0,0.02579,0.0075,462
2.63716e+06,1.32496e-07,-5.25394e-06,-1.08714e-08,1,0.020835,0,0.025835,0.0075,463
2.63728e+06,1.34018e-07,-5.25372e-06,-1.07772e-08,1,0.02088,0,0.02588,0.0075,464
2.6374e+06,1.35539e-07,-5.2535e-06,-1.06829e-08,1,0.020925,0,0.025925,0.0075,465
2.63751e+06,1.3706e-07,-5.25327e-06,-1.05887e-08,1,0.02097,0,0.02597,0.0075,466
2.63763e+06,1.38582e-07,-5.25305e-06,-1.04944e-08,1,0.021015,0,0.026015,0.0075,467
2.63775e+06,1.40103e-07,-5.25283e-06,-1.04002e-08,1,0.02106,0,0.02606,0.0075,468
2.63786e+06,1.41624e-07,-5.2526e-06,-1.0306e-08,1,0.021105,0,0.026105,0.0075,469
2.63798e+06,1.43146e-07,-5.25238e-06,-1.02117e-08,1,0.02115,0,0.02615,0.0075,470
2.6381e+06,1.44667e-07,-5.25216e-06,-1.01175e-08,1,0.021195,0,0.026195,0.0075,471
2.63821e+06,1.46188e-07,-5.25193e-06,-1.00232e-08,1,0.02124,0,0.02624,0.0075,472
2.63833e+06,1.47709e-07,-5.25171e-06,-9.92896e-09,1,0.021285,0,0.026285,0.0075,473
2.63845e+06,1.49231e-07,-5.25149e-06,-9.83472e-09,1,0.02133,0,0.02633,0.0075,474
2.63856e+06,1.50752e-07,-5.25127e-06,-9.74047e-09,1,0.021375,0,0.026375,0.0075,475
2.63868e+06,1.52273e-07,-5.25104e-06,-9.64622e-09,1,0.02142,0,0.02642,0.0075,476
2.6388e+06,1.53795e-07,-5.25082e-06,-9.55197e-09,1,0.021465,0,0.026465,0.0075,477
2.63891e+06,1.55316e-07,-5.2506e-06,-9.45772e-09,1,0.02151,0,0.02651,0.0075,478
2.63903e+06,1.56837e-07,-5.25037e-06,-9.36348e-09,1,0.021555,0,0.026555,0.0075,479
2.63915e+06,1.58358e-07,-5.25015e-06,-9.26923e-09,1,0.0216,0,0.0266,0.0075,480
2.63926e+06,1.5988e-07,-5.24993e-06,-9.17498e-09,1,0.021645,0,0.026645,0.0075,481
2.63938e+06,1.61401e-07,-5.2497e-06,-9.08073e-09,1,0.02169,0,0.02669,0.0075,482
2.6395e+06,1.62922e-07,-5.24948e-06,-8.98648e-09,1,0.021735,0,0.026735,0.0075,483
2.63961e+06,1.64444e-07,-5.24926e-06,-8.89224e-09,1,0.02178,0,0.02678,0.0075,484
2.63973e+06,1.65965e-07,-5.24903e-06,-8.79799e-09,1,0.021825,0,0.026825,0.0075,485
2.63985e+06,1.67486e-07,-5.24881e-06,-8.70374e-09,1,0.02187,0,0.02687,0.0075,486
2.63996e+06,1.69007e-07,-5.24859e-06,-8.60949e-09,1,0.021915,0,0.026915,0.0075,487
2.64008e+06,1.70529e-07,-5.24836e-06,-8.51524e-09,1,0.02196,0,0.02696,0.0075,488
2.6402e+06,1.7205e-07,-5.24814e-06,-8.421e-09,1,0.022005,0,0.027005,0.0075,489
2.64031e+06,1.73571e-07,-5.24792e-06,-8.32675e-09,1,0.02205,0,0.02705,0.0075,490
2.64043e+06,1.75093e-07,-5.2477e-06,-8.2325e-09,1,0.022095,0,0.027095,0.0075,491
2.64055e+06,1.76614e-07,-5.24747e-06,-8.13825e-09,1,0.02214,0,0.02714,0.0075,492
2.64066e+06,1.78135e-07,-5.24725e-06,-8.044e-09,1,0.022185,0,0.027185,0.0075,493
2.64078e+06,1.79656e-07,-5.24703e-06,-7.94976e-09,1,0.02223,0,0.02723,0.0075,494
